caseID,verbatim
1435,brings a new sence of // good attiitude// more ansious to get things done// youthfull//no 
1446,because of the population of blacks in US 
1462,because he is black 
1467,because he is black//no 
1476,because the media wanted him to//no 
1491,"first, the media covered up all the truth and fact about him and his relationships and his policies.  the american people did not know the truth about barak obama. the liberals wanted him to win because he is so far left that they even screwed hillary clinton who had the popular vote "
1568,thinks everyone in this country has had enough of the republicans puttingg us in so much debt and the way the war in iraq is being handled//no 
1577,"because of the news media not bringing out a lot about who he is and covering up a lot about who he is//obama out and out lied about who he's associated with, about his life//no "
1595,got the most votes; promised what people wanted to hear 
1626,because everybody wanted a black person 
1753,"Money, Anytime you can buy time on the main stations you can get it. "
1853,"he had a great compain stragy, the american wanted something different than what was up there "
1857,because of the younger people who have not gotten into politics to know what really is going on//no 
1858,dis information 
1919,because god put him there 
1957,I don't know-I didn't pay attention to it. 
1972,he had alot of celebrity endorsments//he promised alot of change//hopefull that he will follow throug// he is much more outlandish and off the cuff//none 
1987,He had a good team & picked change as his mantra & appealed to young people & people were ready for somebody different. 
1996,majority of people of color voted 
2040,R. said that he won becuse of the hispanic vote. 
2120,cause he made a lot of promises to the middle class people .... that i hope he keeps//no 
2182,people wanted a change- get away from bush// his demeaner inspires confidence// likable guy// none 
2190,got the blacks to vote 
2193,majority voted for him 
2196,"got out the vote of blacks, brainwashed young people, "
2217,money // saw on tv he accumulated $1B for advertising // no 
2220,"bec they had it made // we had rep pres 8 yrs, the dems got hillary to step down to put barabck in there, she'll never forgive the dems for that, she'd hv voted for hillary, but never for obama -- the only reason she stepped down was bec he was going to give her a position, like rt now // they thought that hillary didnt have a chance of winning it AND THEY GAVE IT TOHIM // "
2227,"bec of number of blacks that voted for him, and he made so many promises to the younger gen, dghter is at A&M and she's never seen so many obama T shirts, and betwn blacks & yng peo, that's how he got elected // no bec "
2260,i think young american and labor put him in office and california. 
2276,he represents change from current govt 
2277,"reaction to 8 years of george bush; mccain ran a bad campaign, esp choosing palin as v-p; young people came out in force "
2312,he was well prepared
1,"HE DID NOT ENOUGHT GUMPTION TO MAN UP AND TO PUT ALLL THE ISSUES ON THE TABLE AND SHOVE OBAMA'S WORDS DOWN HIS THROAT//HE TRIED TO PLAY A POLITICALLY CORRECT CAMPAIGN, AND ALLOWED HIMSELF TO BE CALLED A RACIST WHEN HE HAD NOT ACTED IN SUCH A WAY//OVERZEALOUS MAIN STREAM MEDIA THAT ACTED AS A PUBLIC RELATIONS ARM OF THE OBAMA CAMPAIGN//NO"
8,he wasn't the right choice for the republican party
15,THE FIRST FACTOR IS HE WAS FOLLOWING BUSH// EVERYBODY I KNOW OF IDENTIFIED HIM WITH BUSH// HIS AGE WOULD BE THE SECOND THING//NO
18,wasn't young enough//
28,too many people did not take rexperience and qualifications into condideration
29,he didnt campaing enough
33,He ran a terrible campaign//his voice is just not authoritative//no
85,the rep track and poor capaign ; poor pres director; should have brought out info on pbama that would have matter against him
87,BECAUSE A LOT OF PEOPLE WANTED TO SEE A BLACK PRES
125,racial issues//sarah palin
129,because he didn't fight hard enough. I don't think he wanted it bad enough. //
133,because barack obama happened to say a lot of things the american people wanted to hear.  he had all the right answers.
202,i think because of baracks charisma and because of mccain choosing sarah over mitt romney
223,"maybe he was too busy trying to please everyone, trying to please too many people"
250,Because he wa Republican and everyone wanted a change//No
256,"because people thought he was too old, because Sarah Palin was not experienced enough and because a black man was running for president"
310,I think because the people wanted something new
341,the media bias
375,"because he is a moderate""//"" compared to a more conservative"
404,more people voted for obama//no
406,because he is not a conservative/claims to be but isn't more of a democrat and runs around the country with lieberman//no
408,electorial college  votes/didn't have majority
416,Because of the way obama was helping a variety of people and mccain was only helping a few of the ethnics groups//
424,"he did not run a good campaign, he didn't raise enough money, I don't thinlk he was the best candidate//we could have picked a better republican candidate//Obama ran an amazing campaign, McCain wasn't a match for that campaign//"
441,"because he came into the race late//a lot of his views were the same as george bush and people don't agree with bush, and were afraid he would be a copy//"
485,it was a rejection of white male candidates
504,Lack of support//many Republicans backed Obama
551,not sure
556,most people in society wanted to see a first black person//no
559,did not spend enuff time in the right places.
565,the news and miad//i he was not the brightes blub on the tree no
583,"becasue of his age, maybe and alot of being negative statements foom him// His party was dissappointed when he choose S Palin//"
607,person running against had better views//na
633,BUSH//STOP
636,SARAH PALIN
672,I think because the United Staes was ready for a big change Mccain never got it out that he was different from Busch and the youger generation wanted a change and wanted somone with youger ideas not being a72 year old yong fresh he understood the youger group better than Mccain did
674,him not being black he lost because he was white he lost gagainst the first black presidential canditate that was not balck
703,Because Obama had all the celebraties backing him
747,more people turned out to vote for obama
748,I don't think he fought for it like he should have I think he thought he automatically had it//
750,i the other canadate people didn't want 4 more years of bish gov
754,he spead less money on thje campane
762,lak of money
819,minority vote/
847,I think it was his choice of Vice President./Money spent on the campaign was less than Obama.//
857,not rught choice of words
862,running mate
865,"THE PEOPLE BOUGHT INTO THE ""CHANGE"" THAT BARAK OBAMA PROMISED THEM."
915,becasue people wanted a change//that is it
991,because he is a republican and I think people are ready for a change
1098,he lost because he was associated with the failure in the economy and also the low approval rating of the current Republican administration
1117,people wanted change; //I think that's the primary reason
1123,i think he ran a poor campaign//the economy and the current administration probably hindered him//no
1127,age and the lack money//no
1149,He was not qualified
1152,he was not the best person for the job
1168,economy
1173,<DK>
1174,campagin not well organized -- too nice to do the things needed
1176,<DK>
1182,ran out of money
1193,the people wanted change and the Republican party had a stigma with which they associated Bush
1223,his republican party
1255,i don't think his vice president was quite so strong ;at first i thought it was a ingenious move but the further we went along the less i thought so
1264,age
1265,//probably his age//no
1267,because of his age
1271,his views for what he aimed for in the nation
1277,cause he was a republican
1281,the republican party did not do a good enough job of convincing the public about what they were doing
1286,because obama got the young voters
1347,"""didn't get enough votes//don't know why//"""
1388,the real reason why he lost is barack obama being black. the african americans all voted for him. He used his race as an advantage and I think that was wrong. John mcccain was a lot smarter than obama. Obama has no experience. He only had 500 days as a senator and that to me is scary. The US might become communist. If that happens I might have to leave the country.//no
1391,because he did not spend enough money//no
1396,he just wasnt good with words. not as good as obama with his speeches and wording// his age//no
1399,no charisma//it was time to change parties in the white house//bushs iraq war policy//the voters blaming the ecomony on republicans//ignorant voters//no
1401,his campaign people//I don't think they did their job
1438,everybody on welfare voted for him// and surposidly people who were registered were unable to vote.no
1472,I think he lost because the media gave him little coverage and when they didit was neg. and they gave obama all the coverage and it was all positive and they gave him a free pass on negative issues such as rev. wright and the bill ayres.ACORN was a factor also & the media never investigated the fact that he wasn't a natural born citizen as they would have anyone else.//no
1474,he had shifty eyes
1475,because of the electoral votes instead of the number of votes//no
1526,Because of Sarah Palin
1540,too many people voted against him//most blacks voted for him//teens in school voted for Obama because Obama promised them free schooling//no
1548,"honestly, I'm not sure//no"
1574,"because he's a Republican, because he's connected with the present administration//Barack had stacked the decks - he got people to vote for him illegally//no"
1584,poor champain stratagy they held him back
1587,he had chosen a woman to run as his vp
1594,PICKED WRONG VP MATE
1600,cause all the foregin people and black people voted obama had people decieved about he is going to do
1601,he's an idiot
1647,he threw the election//for political gain//never attacked his opponent..he threw it for politcal gain//no
1649,i believe the media & the amount of money spent on media influenced the outcome//Obama was more articulate speaker//the economy was the separation point//no
1696,people are looking for change and were afraid to choose another Republican.
1767,"Because he was white,"
1778,they campained and had buses that took them to the polls.
1791,because they didnt like his running mate and they could not take another four years of the republican policy because he was going to go right along with president bushs policies.
1822,not enough votes// no
1837,"because of the current events during the election, j. mccain did not have a chance//karismaticnot ;//age//no"
1838,Obama ran a good campaign and he appealed to those who have not voted in past elections.
1842,"wrong candidate, been in govdernment to long, not a good speaker"
1844,"he did not have strong conservativae convictions//did not have a clear message//state of the enocomnuy during the last of the election//he did not have full support of the conservative base//people wanted something different, not the same//no"
1848,he didnt reach out and contact more lower class people/obama did//no
1861,because of george bush
1867,"he didn't try hard enought, people was tired of the republicans;"
1881,I THINK THERE WERE MANY FACTORS LIKE HIS AGE AND HIS HEALTH AND THAT HE HAD SEVERAL HEALTH PROBLEMS AND COMPARED TO OBAMA WHO IS YOUNGER I THINK THAT HAD SOMETHING TO DO WITH IT
1908,i dont knw
1931,because obama was able to convince more people that he was the best choice
1940,he is not much different from the other party he has never been a republican
1968,dongt know
1977,he wasnt a firm in his speakingt out on what his or his parties beliefrs
1986,Not enough funding for the campaign-he didn't market himself enough
2011,"I think he lost because people didnt really know what Barack Obama stands for.// the fact that he favored abortion, and he is very liberal, I can't specify.//  He was a very good speaker, (Obama) and he had more money for ads and one of the reason he did, he went back on his word about money donations.  There was some agreement, about getting government donations that they could get and then he changed his mind.//no."
2015,"other people that were suppose to vote did not go out to vote.  in some states it was very close, lots of people did not vote.  They wanted a change"
2055,BECAUSE HE RAN A VERY POOR CAMPAIN.  hE DID NOT GO AFTER OBAMA ON THE ISSUES.  OFFICIALLY HE HAD NOT WON THE ELECTION YET.
2059,George Bush//i just think things had gotten much worse//people have goten him confused with George bush//none
2206,poorly run campaing in the last month// he should have fired all his staff//palin- hurt the campaign// the staff tried to mold her into something that she wasn't. the made her out to look like a bad mother based on her teen pregnancy // the made her out to lookstupid//none
2225,"he couldnt get his ideas out, he wasnt as good a speaker, think not matter what, barack be next pres anyway //"
2229,too old // just too old
2232,"she thought he was going to be another bush, member of bush regime is why he lost // no"
2259,"don't know, but said some people said because the ''that woman in there'' (talking about the female vice-president nomination)."
2316,//age//not having the funds that Obama had to market himself//could have picked a stronger running mate//no
