caseID,verbatim
231, D/K//NO 
232, SHE IS THE HEAD SENATE// 
233, house 
234, speaker 
236, Speker of the House 
240, speaker of the House 
241, dk// A congress woman 
243, speaker of the hOUSE  
247, HOUSE Speaker 
249, sPEAKER O hOUSE 
250, dk//dk 
255, speaker of the house 
256, CALIFORNIA SOMETHING 
258, speaker of the house 
259, no idea 
263, I dont' know no guess 
264, congress 
268," asked someone else, said speaker of the house "
271, dont know 
273, <RF> 
275, house of representatives majority leader 
277, senator 
279, speaker of the house    from california 
280, mayor 
281, in congress 
282, speaker of the house 
286, house of representatives 
287, speaker of the house 
289, speaker of the house 
293, head of the house of representatives 
294, speaker of the house 
298, I don't know 
299, i don't know// no 
305, I don't know much about her. 
306, I don't know// I don't know what she does.// no 
309, I don't know// congress I don't know 
310," candidate's I can't remember, I saw her on Secretary of state I can't remember "
313, speaker of the house 
315,  I don't know 
317, speaker of the house 
320, i am not sure 
323, I don't know I am not really sure 
325, speaker of the house 
328, speaker of the house 
331, don't know//not a clue/no 
334, california's something state representative//no 
335, speaker of the house 
337, speaker of the house 
339, senetor from alaska//no 
340, work for bush//no 
341, congress women from california and speaker of the house 
342, represitive of calfirnoa 
343, Speaker of the House 
345, leadership of the senate 
346, Speaker of the House 
349, speaker 
350, speaker of ?//something in California//in the senate from California 
351," no idea, secretary "
353, don't know//no 
354, speaker of the house 
356, military personal 
357, speaker of the house 
361, //don't know 
362, speaker of the house 
363, don't know//no 
364, no//on 
365, democratic leader 
367, treasury 
368, was scandal 
371, representative 
373, anchor woman 
375, speaker of the house 
376, undecided 
378, head of the house 
379, state representative 
380, congress 
381, senate 
382, speaker of the house 
383," ""//"" congress "
386, congress 
388, no idea 
391," ""//"" no clue "
392, speaker of the house 
393, governer 
394, speaker of house 
395, speaker of the house 
398, //speaker of the house 
399, speaker of the house 
400, leader of the house 
401, speaker of the house 
402, senator 
403, don't know 
404, speaker of the house 
405, speaker of the house 
406, speaker of the house 
407, //no 
408, speaker of the house 
409, house of rep 
411, senate majority leader 
412, speaker of the house 
413, speaker of the house 
415, dk//dk 
417, dk//dk 
418, House speaker 
421, speaker of the house 
422, sounds like janitor 
423, dk//dk 
424, speaker of the hhouse 
426, representative 
427, speaker of the house 
428, dk//dk 
429," speaker of the house, of the Democrats "
430, dk//dk 
431, congress 
432, Governor 
433," dk//senate, or running for governor\ "
434, dont know this woman 
435," leader in congress, head of the House of Representatives "
436, dk/house representative 
437, Senator 
438, It's a State job isn't it 
439, dk//maybe to do with the supreme court 
440, dk// 
441, dk/dk/ 
443, dk/dk 
444, dk//dk 
446," the leader of congress, the majority leader "
447, speaker of the house 
448, dk// 
449, dk//dk 
450, dk//dk 
451, respondent does not know  
453, secretary of state 
454, speaker of the house 
456, respondent has no clue 
457, secretary of state 
458, secretary of something 
459, //don't know//no 
461, don't remember. 
462, respondent does not know this answer 
463," respondent said she ""has no clue"" "
464, don't know//no 
466, //senate. 
467, speaker of the house 
470, //senator. 
471, //Congressperson//no 
472, speaker of the house 
473, GOVERNER OF ALASKA 
475, majority leader 
476, speaker of the house 
477, //Senator 
478, //representative of the House 
479," //democrat, the money issue.//no "
480, //don't remember. 
481, senator 
482, have no idea 
483, chairman of the house 
484, dont knowS 
485, first female speaker of the house 
487, speaker of the house 
488, senate 
489, don't know 
490, speaker of the house 
491, don't know 
492, speaker of the house 
493, governor 
494, i don't know her 
496," kept saying ""yeah"" - does not know and is getting lost in his thoughts  "
498, R  has no clue and is unable to guess 
499, DOES NOT RECOGNIZE EVEN AFTER PROBING 
500, R has no idea 
501, DOES NOT KNOW - USED PROBE 
502," respondent has never heard of her.  ""I don't want to lie to you.  I would prefer to give you a direct answer."" "
503, NOT SURE//still does no know 
504, R does not know - even after a probe 
505, CITY COUNCIL//IN PHILADELPHIA(WHEN PROBED)//NO 
506, doesn't know after probing 
509,  does not know//office//no 
510, R cannot guess 
511, does not know even after probing 
512, was she a senator???// congresswoman  
515, SPEAKER OF THE HOUSE 
516, CHIEF OF THE HOUSE OF REPRESENTATIVES 
517, HOUSE SPEAKER 
518, SPEAKER OF THE HOUSE 
519, SPEAKER OF THE HOUSE OF REPRESENTATIVES 
520, SENATOR? 
521, HOUSE OF REPRESENTATIVES? DEMOCRATIC 
522, HOUSE OF THE REPRESENTATIVES//SPEAKER OF THE HOUSE 
524," SHE HOLDS A JOB, I KNOW, I CANNOT THINK, I DON'T KNOW WHAT JOB IT IS BUT I KNOW SHE HOLDS A VERY RESPONSIBLE JOB//I THINK IT HAS SOMETHING TO DO WITH EDUCATION, BUT I AM NOT SURE//STOP "
525, SPEAKER OF THE HOUSE 
526, house leaeder 
528, dont know//no 
530, speaker of the house 
531, big wig 
533, speaker of the house 
534, speaker of the house 
535, speaker of the house. 
536, i dont know//no// 
538, speaker of the house 
539, i do'nt know//i really don't know 
540, speaker of the house 
541, speaker of the house 
543, dont know/i dont know/no/ 
544, i know her name the us house of rep 
545, head of congress 
546, i have no idea//i have no idea i really don't know any of them 
548, //clerical worker 
549, i don't know her //realy do n't know 
550, //clueless//no 
552, i have no idea//i have no clue//no 
553, i dont know//secretary of state 
556," //i dont know, I dont know who she is/no "
557, forget//in congress//forget 
560,  i cant remember//no 
561, i dont know//no 
562, i don't know//i don't know 
563, dont know//no 
564, // sen it mahaority leaedrer 
565, mouth piece in the house 
566, sec of something // is it the house / i don't i'm guess 
568,  hold a conseaa seat 
569, speaker of the house 
570, speake of the house 
572, speaker of the house 
573, heand of the house of reps// she is the speaker of the house  
574, speaker of the house 
575, i've never heard of her//in the senit 
576, speaker of the house 
578, i don't know// I have no idea 
580, no dont recognize 
582, know idea 
583, she is the democrat in congress speaker of the house// 
584, dont recognize 
585, heard of her speaker of the house 
586, dont know her 
587, speaker of the house 
588, i dont knows 
589, democrat spealker of the house has control of somthing 
590, not sure// na 
591, idont knows 
592, don't know of her//na 
593, speaker of the house  over the senate 
595, nope 
596, speaker of the house 
597, house speaker 
598, mayor//na 
599, speaker of the house 
600, speaker of the house 
602, press secretary 
603, speaker of the house 
604, something high in government I don't know what it is//na 
605, no clue 
606, speaker of the house 
607, dk 
608, speaker of the house 
609, speaker of the house 
611, dont know who she is 
613, speaker of the house 
614," DON'T KNOW THE NAME// SHE HAS AN IMPORTANT POLITICAL POSITION//SHE IS IN A REPRESENTATION DEMOCRAT AND SHE HAS BEEN RESENTED ABOUT HER RECENT JOB RECENTLY//NAME, DON'T KNOW//STOP "
616, <RF> 
617, dk 
618, dk 
622, dont know 
623, governor of alaska 
624, SPEAKER OF THE HOUSE 
625, I DON'T KNOW WHO SHE IS 
626, PRESIDENT OF THE HOUSE OF REPRESENTATIVES 
627, I DON'T KNOW//JUDGE//STOP 
629, TOP OF THE HOUSE OF REPRESENTATIVES 
630, SPEAKER OF THE HOUSE 
631, NO IDEA//DON'T KNOW WHAT TO SAY//I DON'T KNOW//STOP 
632, PRESIDENT OF THE SENATE 
633, DON'T KNOW//NO CLUE//STOP 
634, SPEAKER OF THE HOUSE 
636, RIGHT NOW I DON'T KNOW BUT SHE WAS WORKING FOR THE OBAMA CAMPAIGN 
637, LEADER OF THE HOUSE OF REPRESENTATIVES 
638, PRESIDENT OF THE SENATE 
641, senate 
642, something in congress 
643, no idea// no guess//na 
644, judge 
645, head of house of representaives 
646, speaker of the house 
648, speaker of the house 
649, senator 
650, don't know// house representative; not a senator/na 
651, common counselor 
652, don't know// can't remember//na 
653, in charge of the senate floor 
654, senate 
655, do not know her 
656, speaker of the house 
657, no idea// no// na 
658, don't know secretary of something//na 
659, house of representatives 
660, sectetary of state 
661, school prinipal 
662, speaker of the house 
664, speaker of the house 
665, don't know// na 
666, ive heard of her 
667, she is in chargeof the house of representatives 
668, top democratic lady in congress speaker of the house 
669, no idea//no guess/na 
670, education s 
671, i have no idea 
672, never heard of her 
673, senate rankingsenator 
674, speaches about the bail out today senator 
676, speaker of the house 
678, speaker of the house 
679, speaker of the house 
680, speaker of the house 
681, speaqker of the house 
682, never heard of her  
683," italian, dont know "
684, heard her name not sure 
685," speaker of the house democrat, "
686, speaker of the house 
688, She is the Speaker of the House 
689, Speaker of the House 
690, SENATOR 
691, I don't know///I don't know really 
692, I don't know\\\\don't have best guess 
693, Speaker of the House 
694, Speaker of the House 
695, I don't know what options....try Speaker of the House 
696, Speaker of the House 
697, I have never heard of her. 
698, She is Secretary.....I know...Speaker of the House 
699, The Speaker of the House 
700, Speaker of the House 
701," Governor of Alaska, John's running mate "
702, SPEAKER OF THE HOUSE 
703, Secretary of State 
704, Head of House of Representatives Majority Leader from California 
705, SPEAKER OF HOUSE  
706, she is speaker of the house\\ 
707, secretary 
708, democrat// what is her job or title// I have not heard much of her// I forget what office she holds. I know she is in the Senate 
710, governor 
711, i am not for sure// your best guess// maybe she is in the senate// NO 
712, senator 
713, speaker of the house 
714, senator 
715, speaker of the house 
716, i don't know// best guess/  I don't know //NO 
718, speaker of the house 
720, congressman 
721, speaker of house 
722, don't know 
724, speaker of the house 
725, house speaker 
727, senate majority leader 
729, works in federal government finance 
731, third in charge I know what she is but just just can't think of it  
732, chairman of congress she persides over it 
733, speaker of the house 
734, dk// no idea 
736, //not a clue// 
738, she is a representive or senator 
739, dk no idea 
740, speaker of the house 
741, // no idea // never heard of her before// no 
742, //she is something to gorge bush I just know the name // 
743, the secretary of state 
744, dk/no idea// 
746, dk//no idea but the name is familar 
747, dk no idea couldn't tell you 
748, no idea dk// 
749, i don;t know 
750, speaper of the house 
751, i have no idea 
752,      don't know 
753,  i have no idea on him as well 
754, speaker of the house 
756, speaker of the house 
757, oh my god I know the name but I have no clue//stateman 
758, speaker on the house of rep 
759, i don't know 
760, speaker of the house 
761, i have no idea//is she a conacseeman 
762, house skeaper i belive 
763, i have no idea//consee 
765," she is the head of I, believe it is congress "
766, I don't know who she is//no 
768, the veteran's affairs liaison 
770, Lt. governor Alaska  
772, //I can't even tel you;I've heard her name 
774, Don't know//I have no idea 
775, Haven't heard of her//really don't know 
776, speaker of the house//no 
777, DON'T KNOW//DON'T KNOW HER AT ALL 
778, dON'T KNOW//DON'T KNOW 
779, cdon't know//DK 
782, don't know//um don't know 
783, something with the economist;she was supposed to help get the economy back together 
784, Democrat majority leader of the Senate 
785, gOVERNOR OF aLASKA 
786, Speaker of the hOUSE 
787, don't know//Republican 
788, Speaker of the House 
789, DON'T KNOW//don't kmow 
790, Congress a gustimate 
791, Don't know//DN 
792, speaker of the HOUSE 
793, don't kow//person in the house 
795, Speaker of the House of Representatives.// 
797, Don't know./don't know.// 
798, Don't know./I have no idea.// 
799, Don't know./No guess.// 
800, I know the name./I don't know what office.// 
801, Don't know/No guess.// 
802, Don't know./Democrat-Secretary of State.// 
803, No idea/Secretary.// 
804, I have no idea./No best guess.// 
805, Don't know./No guess.// 
806, Main one - Speaker of the House.// 
807, Speaker of the House.// 
808, congress/ 
809, Speaker of the House.// 
810, Speaker of the House 
812, speaker of the house 
813, dont know 
814, I have no idea./She's a woman./I don't know.// 
815, DDONT KNOW HER //NEVER HEARD OF HER//NO// 
816, Democratic house of representives// voted againt impeaching Bush// I dont like her// 
818, I don't know/congresswoman spokeswoman.// 
819, dont know/ 
821, specker of the house 
822, Don't know./Circuit court judge.// 
823, dont know never heard of her/ 
825, US representative 
826, //don't know//no 
827, immigration 
828, speaker of the house 
829, speaker of the house 
830, speaker of the house 
831, //don't know 
832, //don't know 
833, //DON'T KNOW// 
834, //don't know//don't know 
835, //don't know//ok 
836, secretary of state 
837, //dont' know// 
838, //congress 
839, //don't know// 
840, //don't know 
842, speaker of the house 
843, //don't know who she is 
844, //don't know//don't know 
845, speaker of the house 
846, secretary of state 
847, Don't know./No best guess.// 
848, House of Representatives//No// 
849, //don't know// 
850, she was with john mccain as a speaker 
851, donr know much about her 
852, i believen  she is the one that ran for vice president the governor of alaska 
853, senator 
854, he just doesnt know 
855, governor of alaska 
857, dont know dont pay mch attention 
858, senator 
859, SENATOR//NOT INTO POLITICS//DON'T KNOW 
861, dont know dont watch news  justice 
862, not sure  
863, doesnt ring a bell i will pass 
865, SPEAKER OF THE HOUSE (BIG MOUTH) 
866, HOUSE SPEAKER 
867, SECRETARY OF STATE 
868, SPEAKER OF THE HOUSE 
869, REPRESENTATIVE OF CALIFORNIA//NO 
870, HEAD OF THE SENATE 
871, SPEAKER OF THE HOUSE 
873, TREASURER//BUT DON'T REALLY KNOW//NO 
874," SENATOR//DON'T REALLY KNOW, IT IS A GUESS.//NO "
876, SPEAKER OF THE HOUSE OF REPRESENTATIVE//THE FIRST WOMAN SPEAKER 
877, SENATE 
879, //don't know//best quess//works in some building 
880, //secretary//of what//dont' know 
881, do not know//best guess//dont know 
882, speaker of the house 
883, //senate or governor 
884, speaker of the house 
885, donot know//quess//no  
887, speaker of the house 
888, house speaker 
889, //she works in congress//no 
890, I have forgotten//don't know 
891, donot know//best guess//donot know 
892, speaker of the house 
893, donot know//best guess/donot know 
894, governor of canada or new mexico 
895, dont's know// she is a senator 
896, don't know//school system 
897, donot remember//best guess/no 
898, do not know 
900, //best guess// I do not know 
901, donot know//maybe a governor// do not know 
902, never heard of her//best guess//donot know 
903, //in the whitehouse 
904, //I donot know// 
905, //senate 
906, governor 
907, donot know//best guess//donot know 
908, donot know//best guess/donot know 
911, donot know//best guess//none 
912, //dont know//I have heard of her but I do not know what she do// 
913, don't know//best guess//don't know 
914, //don't know//don't know 
915, //don't know// 
916, //don't know//best quess// don't know 
917, don't know//best quess//do not know at all 
918, //la education director 
919, //do not know//I have not idea// I have no idea// 
920, no idea 
921, donotknow//best guess//no 
922, donot know//senator 
923, donot know//best guess//news reporter 
924, gov of alaska 
925, donot know//best guess/finance 
926, //no idea//best quess//I have no idea// 
927, speaker of the house 
929, donot know//guess// do not know 
930, donot know//best guess/really do not know 
931, //don't know//best quess//someone who is very important 
932, donot know//don't know 
934, <RF> 
935, speaker of the house 
936, speaker of the house 
937, speaker of the house 
939, speaker of the house 
940, <RF> 
941, house speaker 
943, dont no her 
944, congress 
945, speaker of house 
946, <RF> 
947, dont no herr 
948, speaker of the house 
949, speaker of the house 
950, speaker of the house. choice of democrates 
951, <RF> 
953, <RF> 
954," speaker of the house, sister of the devil "
955, speaker of the house 
956, <RF> 
957," senate minority leader, house leader "
958, head of congress 
959, speaker of the house 
960, <RF> 
961, speaker of the house 
962, speaker of the house 
963, don't know 
964, never heard her name 
965, speaker of the house 
966, don't know/ 
967, speaker of the house 
968, don't know/no idea/ 
969, speaker of the house 
972, speaker of the house 
973, speaker of the houses 
974, speaker of the house 
975, speaker of the house 
976, speaker of the house 
977, speaker of the house 
978, speaker of the house 
979, speaker of the house 
980, speaker of the house 
982, SPEAKER OF THE HOUSE 
983, senator 
984, speaker of the house 
985, speaker of the house 
986, Speaker of the house 
987, speaker of the house 
988, dont know//i have no idea//   
989, I know it speaker of the house 
990, speaker of the house 
991, I have no idea//no// 
992, i dont know 
993, shes the head ... I dont know of which one// I dont know// 
994, //speaker of the house// 
995, i dont know//no// 
996, dont know//no// 
998, dont know 
999, don't know 
1000, don't know 
1001, don't know 
1002, don't know 
1003, congress 
1005, don't know 
1006, don't know 
1008, don't know 
1009, congress 
1010, majority leader of the democrats; speaker leader 
1011, speaker of the house 
1012, don't know 
1013, don't know 
1014, speaker of the house 
1015, head of security 
1017, speaker of the house 
1018, foreign policy 
1020, head of the house of representatives 
1021, chairman of the congress 
1022, speaker of the house 
1023, speaker of the house 
1025, speaker of the house 
1026, don't know 
1027, governor 
1028, don't know 
1029, govener 
1030, senate 
1031, don't know 
1032, speaker of the house 
1034, government 
1035, don't know 
1036, governer 
1037, senator 
1038, don't know 
1039, senate 
1040, don't know 
1041, don't know 
1043, state senate 
1044, don't know 
1045, don't know 
1046, dont know 
1047, I don't know. // no. 
1048," She's the democratic head of something, // No. "
1050, I don't know. // No. 
1051, I don't know. // no. 
1052, // Congress. // don't know. 
1053, dont know 
1055, Something to do with the auto industry. 
1056, // in the senate. 
1057, I don't know. // in the senate. 
1058, Speaker of the house. 
1059, I don't know. // she is a embassirdor. 
1060, House speaker. 
1061, Speaker of the house. 
1063, I don't know her. // No. 
1064, Chief of staff. 
1067, Speaker of the house. 
1068, I don't know. // Is she in the senate. 
1069, Speaker of the house. 
1070, Speaker of the house. 
1071, don't know. // No. 
1072, I'am no for sure. // No. 
1073, The speaker of the house. 
1074, speaker of the house. 
1075, house of rep. head of  
1076, head of house of rep's 
1077, dont know X 
1078, \DONT KNOW 
1079, senate 
1080, dont know 
1081, senate 
1082, senator 
1084, no idea 
1085, sec. of state 
1086, supreme court/judicial 
1087, dont know 
1088, i dont know any names of offices 
1089, speaker of the house 
1090, US CONGRESS 
1091, speaker of the house 
1092, DONT KNOW 
1093, congress 
1094, do not know 
1095, don't know 
1096, don't know 
1097, Speaker of the House 
1098, House Speaker 
1100, //something in government // the Senate 
1101, Speaker of the House of Representatives 
1102, Democratic head of the Senate 
1103, // economics // I don't know 
1104," House of Representatives, counsel person "
1105, // I'm not sure -- senator 
1106, Speaker of the House 
1107, // Speaker of the House 
1108, I don't know// don't know 
1109, Speaker of the Senate; she's the top ranking Senator//  (he also said speaker of the house) 
1110, //I really a clue// 
1111, Speaker of the House 
1112, Speaker of the House of Representatives 
1113, Speaker of the House 
1114, Speaker of the House 
1115, //a judge 
1116, isn't she speaker of the house? 
1117, Speaker of the House 
1118, // in the Cabinet 
1119, speaker of the house 
1120, Speaker of the House 
1121, Speaker of the House 
1122, dont know 
1123, speaker of the house 
1124, do not remember 
1126, democratic congresswoman leader of the house 
1127, speaker of the house 
1128, house of rep 
1129, speaker of the house 
1130, secretary of state 
1131, secretary of state 
1132, speaker of the house 
1133, speaker of the house 
1134, don't know 
1135, speaker of the house 
1136, secretary of state 
1137, never heard of her 
1138, dont no 
1139, speaker of the house 
1140, dont no 
1141, house speaker 
1142, Head of the Senate 
1143, <RF> 
1144, dont no her 
1146, //speaker of the house 
1147, speaker of house 
1148, speaker od house 
1149, //Senate 
1150, The House Speaker 
1151, dont know 
1152, dont know 
1153, Speaker of the House 
1154, Speaker of the House 
1155, //A spoke person for one of the candidates 
1156, She was on there today;    I dont know what it is 
1157, //news 
1158, dont know 
1159, dont know 
1160, govenor 
1161, dont know 
1162, dont know 
1163, dont know 
1164, dont know 
1165, dont know 
1166, speaker of the house 
1167, speaker ofthe house 
1168, speaker of the house 
1169, dont know 
1170, goverment worker 
1171, dont know 
1172, The speaker 
1173, dont know 
1174, 3 in to the president --speaker of the house 
1176, no idea 
1177, person who directs senate in session 
1178, dont know  
1179, house skeaker 
1180, govenorbefore she ran for vp 
1181, dont know 
1182, dont know 
1183, dont know 
1184, chairperson 
1185, no guess 
1186, no guess 
1187, the speaker 
1189, don't remember even though have heard many times 
1190, speaker of the house 
1191, speaker of the house 
1192, no guess 
1193, no clue 
1194, governor 
1195, speaker of the house 
1196," don't know, can't guess "
1197, head of the senate 
1198, house of representatives 
1199, speaker of the house 
1200, dk/republican 
1201, dk/dk/no 
1204, dk/speaker of the house 
1205, speaker of the house 
1206, speaker of the house 
1207, speaker of the house 
1208, dk/dk/no 
1209, dk/mayor 
1210, dk/dk/no 
1211, speaker of the house 
1212, dk/dk 
1213, dk/in the white house 
1216, dk/congress 
1217, dk/dk/no 
1218, dk/congress/dk/no 
1219, dk/congress 
1220, dk/dk 
1221, speaker of the house 
1222, dk/dk/no 
1223, dk/senate 
1224, dk/dk 
1225, speaker of the house 
1226, member of congress//conservative member//no 
1227, repubican 
1228, chairman of us senate//no 
1230, speaker of the house//no 
1231, speaker of the house//no 
1232, do not have any idea 
1233, speaker of the house. 
1234, senate majority/no 
1237, speaker of the house 
1238, speaker of the house 
1239, foreign of domestic something 
1240, speaker of house of representavites 
1242, speaker of the house 
1243, speaker of the house 
1244, senate majority leader 
1245, secretary of state 
1246, speaker of the house 
1247, has no guess 
1248, no idea 
1249, head of the house 
1251, speaker of the house 
1252, //don't have any idea who she is//i don't know//i don't have a guess at all//no 
1253, foreign ambassadore-she's pawn//she does whatever government wants her to do 
1254, //have know idea//i don't even know that name// 
1255, //the house majority leader//no 
1256, //i can't remember-i hate her//my sister would hate that i didn't know this//no 
1257, i have no idea//i do not know who she is//no 
1258, //i've never ever heard that name before//no 
1259, she''s the speaker of the house 
1260, //the head of --i don't know-she's the speaker of the house//n0 
1261, speaker of the house 
1262, //she's the head cheese of the democratic party//no 
1264, governor of alaska 
1265, //speaker of the house//no 
1266, cant venture a guess 
1267, speaker of the house 
1268, speaker of the house 
1269, speaker of the house-third in line to the presidency 
1271, state secretary 
1272, speaker of the house 
1273," //boy, i'm not sure//i don't know//i don't even have a guess "
1274, house of representatives 
1275, secretary 
1276, head of the democrats in the house/ majority leader 
1277, congress 
1279, //she's from california i know but i don't know what her position is//no 
1280, speaker of the house 
1281, house of representatives 
1282, speaker of the house 
1283, congress 
1284, speaker of the house 
1285, speaker of the house 
1286, speaker of the house 
1287, speaker of the house 
1288, //speaker of the house//no 
1289, i don't know 
1290, don't know 
1291, speaker of the house 
1292, no idea 
1293, don't know 
1294, speaker of the house 
1295, speaker of the house 
1296, don't know 
1297, I can't remember//I do not know//oh my god I can't remember//no 
1298, I have no idea//no 
1299, speaker//no 
1300," she is head of the senate maybe//democratic leader lady, I do not know what to call her//no "
1301, I do not know who she is//no 
1302, she is in congress//she is a speaker of the congress//she belongs to democratic party//she is from california//she was a house wife before I think//no 
1303, speaker of the house 
1305, she is speaker of the house//no 
1306, speaker of the house 
1307, speaker of the house 
1308, secretary 
1309, congressman 
1310, speaker of the house 
1311, secretary of state 
1312," ""i think she is in the state govt""// "
1313," ""cant remember""// "
1314," ""speaker of the house//"" "
1315," ""dont know""// "
1316," ""dont know""// "
1318, DO NOT KNOW//SENATE//STOP 
1319," ""dont know""// "
1320, DON'T KNOW//CONGRESS... SENATE 
1321," ""speaker of house""// "
1323," ""dont know""// "
1324," ""dont know""// "
1325," ""speaker of the house""// "
1326," ""dont know her""// "
1327," ""dont know""// "
1328," ""dont know""// "
1329, DONT' KNOW//I DON'T KNOW WHAT TO TELL YOU// 
1330, DON'T KNOW//SECRETARY OF STATE//STOP 
1331," ""party leader""// "
1332, DON'T KNOW//DON'T KNOW//STOP 
1334," ""dont recognixe""// "
1335," ""dont know""// "
1336," ""no clue""// "
1337," ""dont know""// "
1338," ""don't know//haven't ever heard the name//"" "
1339," ""have heard the name//don't know//"" "
1341," ""Don't know//treasury?//senator?//don't know//"" "
1342," I DON'T KNOW MUCH ABOUT THIS//I DON'T KNOW, I HEARD HER NAME, BUT I DON'T KNOW//STOP "
1343," ""democrat//no//"" "
1344," ""don't know//don't know//no idea//"" "
1345," ""i've seen her//don't know what her title is//"" "
1346, SPEAKER OF THE HOUSE 
1347," ""don't know// haven't heard of her//"" "
1348," ""don't know//house speaker//"" "
1349," ""don't know//heard the name but don't know//"" "
1350," ""don't know.//don't know//none//"" "
1352, DON'T KNOW//NO//STOP 
1353," ""don't know//treasurer//"" "
1354, I DON'T KNOW//REPUBLICAN? 
1355, I DON'T KNOW//I DON'T KNOW//STOP 
1356," ""speaker of the house of representatives//"" "
1357," ""i've heard of her//speaker of house of representatives//"" "
1358," ""don't know//familiar butdon't know//"" "
1359," ""speaker of the house of rep.//democrat//"" "
1360," ""speaker of the house//"" "
1361," ""don't know//"" "
1362," ""don't know//people want you to be afraid of her//she's head of something in washington//"" "
1363, DON'T KNOW//I HAVE NO IDEA//STOP 
1364," ""house speaker//"" "
1365," ""dont know""// "
1366," ""don't know//has heard the name//I don't pay any attention because I don't care//"" "
1367," ""dont know""// "
1368," ""in congress or the senate""// "
1370," ""don't know//haven't heard the name//"" "
1372, DON'T KNOW WHO THAT IS//DON'T KNOW//STOP 
1373, SPEAKER  
1374," ""dont know her""// "
1375," ""don't know//can't think of it//"" "
1377, secretary of state 
1378, speaker of the house 
1379, senator 
1380, congresswoman 
1381, house speaker 
1382, house leader 
1383, congress 
1384, majority leader 
1385, senator 
1386, big wig in congress 
1387, republican 
1388, congress 
1389, speaker of the house 
1390, judge 
1391, secretary of state 
1392, in charge of the house of representatives 
1393, speaker of the house 
1395, senate 
1396, treasurer 
1398, speaker of the house 
1399, speaker of thehouse 
1400, national security defense 
1401, I could not tell you// I don't // I have heard 
1402, house of representatives 
1403, secretary 
1405, speaker of the house 
1406, speaker of the house 
1407, president of Congress 
1408, speaker of the house 
1409, don't know//can't say//no 
1411, bush's cabinet member 
1412, she the democratic majority leader in the democratic congress 
1414, speaker of the house 
1415," // I REMEMBER HER WELL, SHE WAS A SENETOR "
1416, speaker of the house 
1417," don't know, i remember the name // but i don't know what she does, advisor "
1419, senator 
1420, I DON'T KNOW//DON'T RECOGNIZE HER 
1421, house speaker 
1423," i forgot, pass on the quess "
1424, speaker of the house 
1425," I know she's a very important figure, I know she has a very important job and alot of people don't like herxx "
1426," No se,  "
1427," speaker of the house, top congress woman, top dog "
1428, No se quien es 
1429, don't know 
1430, speaker 
1431, i don't know 
1432, speaker of the house. 
1433, speaker of the house 
1434, speaker of the house 
1435, don't jnow 
