caseID,verbatim
221,"SOCIAL CHANGE, HE IS FOR ALL PEOPLE. NOT JUST ONE CLASS LIKE THE RICH. HIS VERY MOTIONAL, PEOPLE WILL RESPECT HIM AS A PERSON ESPECIALLY POLITICIAN OF COUNTRY THEY HIGH RESPECT HIM. IS IMPORTANT TO HAVE A PRESIDENT WHO IS RESPECTED  BY OTHER COUNTIES."
227,I think he is a good idea and good for the country.
230,"he new knows want he is doing, and younger knowledgeable"
231,"he is joug, maybe a change against Bush"
232,"HE EXPLAIN HIS POLICIS HE SEMS HE DAH PLAN TO MAKE THE COUNTRY BETTER,"
233,"he is will spoken, he sees they system is broken and need change"
234,"i think he would in some ways try and make it better for the little man or people who are disadvantaged. He had to work for everything he accomplished and he knows what it is to struggle, I believe."
236,Why I might consider voting for him isthat he is relatively new in the political scene comes with new ideas and things that have not been in the past.
240,"Intelligence, common sense and youth. Enthusiam"
246,Think on Public welfare for health Care and taxbreaks.  Possibly with military.  Keep the minumum of troops
248,I find him to e an inspiring person and I thhink if he were in charge yhat rest of the world would find more compassionate. I have a tendasee to believe him.
251,He has qualities for President and intelligent and answers the questions.  He has charasma. I think he would just take suggestions. Not a a no or yes person.
254,his view on how our future can go. like he leave mud swing out.
256,I thinlk he has good intentions and ideas about change
257,"generally his policie I agree with especially  in education especially higher ed. , environmental issues and the need to pursue alt sources of energy., his charisma and his enthusiasm in being a civil servant, his emphasis on t e role of citizenry and his choice of VP in Joe Biden that bring exp, esp in foreign policy which demonstrates Obamas ability to recognize his own limitations and my confidence that he will surround himself with the right cabinet administration"
259,seems like he is for the people
261,"THAT HE IS FOR THE MIDDLE CLASS,"
270,hes young and I like the way he talks. it sounds like he is for change and its good
271,"end the war,bring troops home"
272,he wants 2 end the war
273,"change  parties in power,disrupt ongoing parties"
274,     his stance on the war
277,his stance on social issues
280,because of the hype  that's mostly all i hear about all i hear is obama so mostly i'm pushed to obama
281,he really seems to care about the average person including among us low income  and he speaks for the people
284,"unsatisfactory results from the gop,dominaqtion over the past 8 years and non believing in that system. yes we need change"
288,i like the fact that his upbringing was  he didn't come from wealth his parents were divorced  he just seems more real more down to earth  a lot of people can relate to that
292,he's a black man positive black man  gives my son something to look forward to
293,getting us out of a war that he voted against in the first place
294,i might not always agree with his decisions but i know he would make them after putting a lot of thought and would make informed decisions.
295,he seems like an actual leader for a change
297,he's black
300,"it doesn't have to do with the race, it is more that he is for the people and for the people, it dealing with people with people that are under middle class."
302,he is not negative
304,"he seems more popular with my age, and he said he was going to lower gas prices."
305,he is promising alot of things
308,"he is another race, i think he is going to do more for the hispanics"
313,i like his new ideas his fresh outlook
314,"at one time not really saying nothing,"
318,that he is a democrat
320,some of his family values
325,"     appears to favor education, health care for all, and envirmonental improvements, and engery policies"
326,"His color, the first black presidency"
327,     his ecomonic plan
328,"hIS APPROACH TO THE WAR FOR EXAMPLE USING DIPOLACY BEFORE GOING TO WAR i AGREE WITH THAT, HELPING THE PEOPLE WITH HEALTHCARE , TAX THE WEALTHY i AGREE WITH THAT."
331,"he wants to change the status quo, which has been non taxing of the rich of the u.s."
337,i believe his cause more than john mccain
339,good speeker
341,     like his platform for change
347,"mostly he stands for change, hes' against the war in iraq, he's for medical care insurance for people, he's for balancing the budget, the bleeding budget,"
349,i think he has a good head on his shoulders  he hasn't said anything that would make me think revolution  but he has really articulated well thought out ideas brings tears to my eyes because it has been missing in a lot of politicians lately.
350,     his views
351,he seems more for my class of people
352,"for working class, support women, health care issues, democratic"
353,"minority, way he talks to people, dealing with hispanic people"
354,"fresh, new blood, his positive ideas on change,"
355,"i think he's a little more honest, as honest as politicians can be, his roots as a community organizer, and he wants to help the middle class"
357,"his economics and the tax breaks for the middle class, i also think that he's a good orator and a good representative for our country"
359,"policies and what he wants to do with taxes, war, see self as more independent"
361,biden as vp
362,feel for local politics/helped his people in the area
363,"all for health, preexisting conditions and middle class, under 250k a year people"
364,"minority, democrat, good speaker"
365,"some policies, way he speaks"
367,his war policy
371,he seems very inteligent
372,"general whole change, expressed so far housing market, cares about country and where we are headed, change war, gas prices"
374,immigration issues favorable outlook
376,promising change
377,vision for the furture.
379,different leadership
380,"his fresh views, i like the fact that he just didn't hilary because she was a female"
388,democrat
389,he seems pretty persuavise with his speech
391,"think that he is young and has a lot of energy , and that he will bring change"
393,woild like a change.
394,general his over all platform
395,"intelligence, willingness to compromise, and open minded."
399,"background in chicago reform, honesty, tax and health policies, foreign affairs perspective"
402,"fresh ideas, young"
403,lived in arizona and know mccain and wife is no angel
405,"intelligent, message on mark, young, sees world and issues clear, clear direction, values and philosphies match my mind set"
409,not republican
410,"he seems to care more for the middle class individual and the working people, i think he has a new outlook for us"
411,"candor, openness, attitude brings to all issues, calm and good demeanor, any issue talked open and and having a plan"
412,"views on health care, comment faith debate reducing number of abortions"
413,"change in force, handle on mid class, education views, help middle class"
417,I just thought he'll bring better to the economy/no
419,"he's actually a very good speaker, he can convey everything he wants to say, he doesn't try to tiptoe around issues/"
423,his personality/i like his personality and his vision for the country/
430,He wants to get out of Iraq and I like that/
431,"He's definitely suave, but he started out with a militatn approach, someone said he has linlks to the Muslim religion from bird, does he have the ability to be a dictator/"
432,"I'm just hoping his age and his outlook on policy--he's not, he seems fresher, fresher ideas, maybe a different approach on a lot of our policy--financially/I hate to say it, but when you really read the platform, unfortunately it's still the party platform--there really is nothing new--income tax incentives, it's been done, you could almost say I would have voted for Clinton, but since she's not in the race I'm picking the lesser of two evils."
434,for his enthusiasm. he has many exitos ine his life.
435,"I think he sounds more transparent than McCain.   He doesn't sound like a professional politician, comes across as more honest/His campaign isn't as dirty as the republican campaing, so far he's refrained from being as nasty/"
439,"His ideas about changes he wants to make in taxes, his ideas about making change in the war, bringing our people home, health insurance, oil drilling/doing it here in our country instead going to different countries just to get oil, spending money we shoulnd't have to spend when we have the resources here in our country/"
443,"I thinkhe'sa great candidate--woman's rights, gay rights, how the country should be ran, for the people more than the corporations"
444,"Sounds like a good president/helping the middle class, the insurance sounds good--health care/"
445,"more for middle class, plan for economic"
446,Because of how new he is/and because he does look at decisions he has to make through the eyes of someone who is a minority/
448,"The change/I htink the little people in this country need to get out of the hole, right now I feel the Republican's are only for the rich./I've always voted more toward the Democrats, that's the biggest reason"
449,"I agree with his views on several things, he's very experienced and knows what he's talking about/his views on the war, gay rights, abortion, the economy right now, health benefits, taxes and education/i just think he seems like a candidate who can connect with the people and be a good representation of the nation's population/"
451,"may be the first black president, he is try to get troops out of iraq"
452,bringing the troops home and ending the war
457,his speaches - he remembers martin luther king in his speaches
458,since I'm a democrat I'll vote for him.
459,"what he has offered in so far as illegal imigrantes, i like what he's saying about that so far."
460,he is younger and has better ideas
461,because he is a democratic  - health insurance is t he key - where he stands on the war
464,"Change for the minorities , and the less fortunate and just a change period.  he seems to emphasize the whole world needs a change for the positive.  He emphasizes unity."
467,"he is minority and the first one to reach this level, you have hope."
468,"His ideas are better than McCains, i know they can't do everything they say, but he's for bringing the troops home.  He's for Healthcare."
470,i think that he can change the US and our economy.
471,"change, i'm tired of bush taking from the poor and giving to the rich."
472,because he's a democrat and we need a change.
473,"i think he's a truthful person, and he's trying to change things, i think he can do that more than any others."
475,"he's african american, he's views, he's going to end this war, healthcare, free like in Canada."
476,i like some of the things that he says he's going to do for the common man and the country.
477,"he's focusing more on health insurance, social security, how much the government is taking out of each paycheck, and about the children that are left behind in education."
480,"i think he is for everyone, and he's looking forward towards the future."
483,"has new ideas, is about change"
484,"he's black, intelligent, & is for everybody, he's a great man"
486,"his sincerity, he cares about am people regardless of color, he wants to make a change"
490,"intelligence, humanity--he seems genuine, compassionate"
491,"he wants to get everybody involved, he's for everybody, he's a good man"
493,he's aq democrat
494,change in govt
495,"smart as a whip, articulate, he can do the job"
497,"he's a black man, we need a change"
499,good question making history trying to do what man has been trying to do for the past 70 years -get a black president trying to help the people
501,"likes the things he says - going to help the poor people b/c he was poor, likes his attitude, very nice guy, good looking"
502,"his demeanor, african american, it has been 45 years since a black american has represented ""us"", he deserves a fair chance"
504,black
505,"his passion for the country, time for change, need a democrat back in office,picked an excellent running mate, supports what barack wants to do in regards tothe war, very smart wife"
506,"likes what he is saying - he is going to stop jobs from going outside the US, trying to help stop the rich get richer, likes the way he is talking"
510,"how he has everything going together, he knows what he wants to do, he knows who needs help"
513,he says he will bring home the troops
514,"he seems to be about change, seems honest, wants to help the poor and not the rich"
516,I feel that I can identify best with middle income america. I think he is going to change gov. so it goes better for middle income america.
518,great to have a minority for president.
519,"HE IS A GOOD SPEAKER, HAS PASSION WHEN HE TALKS, HE COMES ACROSS THAT HE WANTS TO HELP THE PEOPLE OF THE UNITED STATES. HE SAYS HE WANTS TO LOWER TAXES."
520,"I like the way he gets his point across. I don't think he is a muslim, I think he will be fair with the american people.  I don't think he is a racist. I think he wants equality.  He is sharp, he is young and I think he'd be... he reminds me of Reagan in the fact that he can get his point across very well, I think he is a great communicator."
524,"his views on the world today, he is a young man who has political experience a family man, i particular like his wife and she is a good politician,"
525,he is looking for change and maybe he can bring everybody togheter in peace
529,promise for change
530,"support abortion rights, his age;"
534,afforab le healthcare
535,democrat
537,<RF>
545,"he will give us something different from what we have, willoing to take achance.1"
548,his education and point of view.
549,barack obama is for the people like me in my class aas far as tax wise health wise and stuff like that
558,"   tax rates to go down, need a change, healthcare issues, me and children out of hlth insurence."
559,health insurance
561,"because of all the things he said he will do for america, like changing the situation in iraq."
566,i like what he stand from and it been the some for 8 years
567, his colar some of the time heard
571,he seems to be concerned more about the economy and working middle class.
573,he's part of a new generation; he is open mind; he is part of a minority
574,his upbeat atiutude; his change and hope ; I think he is hopeful
577,he does want change; he seems to more about civil rights
579, well there is a conple of thing the tax breaks for people the make less then 250.000 the dem are for the poeple and the rep are 4 the rivh
583,"he tlaking about heling the working class people, if not mistaken he also will help older people on social security will not have to pay taxes thats how that started outs, another reason I live in this old house and every time I save enough to get it fixed I have to pay income tax,"
584,I think that he would make a great president
585,Im glad he is an african american but not the foremost piority
586, I don't think mc cain can run again he's to old
592,hes a democrat
595,nice guy
599,pretty sharp; vp selection;
600,"like get out of iraq, not just pull out, go to aphganistan get bin ladedn put back taxes, rely on experts say barack has best economic problem, hope I'm right obama thinks more about future, stop incentives to jobs overseaas"
602,"fresh ideas,"
603,very good ides//elequent speaker//healthe care and the poor//for the middle class
604,lot of differences when gets in office; lack of religion scares me
606,represents change//he sees whats going on in the country and will try to help the middle and working class//no
608,age represents way things always been done
609,"not a republican, his vp"
617,his understanding of the conomy
623,"end the war in irak, immigration cubas policys"
624,"change, youthfulness,"
626,"change he proposes, possibility to more stabilization, no more ware, no use of our money in war or those things, I think he will change all that."
629,"fresh politician,"
637,"I think he is young, I think he is honest and I don't have any fear with everything that has been said about him because if there was any trouble the democratic party would have investigated it and found out."
638,"i THINK THAT HE IS YOUNG, ENTHUSIASTIC, MAYBE IT WILL BE A CHANGE FROM WHAT WE ARE SEEING RIGHT NOW.  THE CHANGE IS THE MOST. HE IS PREPARED, INTELLIGENT, HE HAS CHARISMA, LOTS OF CHARISMA.  I'VE SEEN THAT HE HAS INTEREST IN THE MIDDLE CLASS."
641,"his views on woman's right, wants to give tax breaks to middle class who really need it,  free health care provided by gov.,wants a healthy change and different bush"
644,"change for better,"
647,changes
649,"speeches are very touching,"
650,"news ideas, different perpectives"
653,"well educated, bring back better thhings for the people of usa,"
655,he seems that he cares for people on social security
656,"take a more thoughtfull mapproach to problems, gather experts with a variety of ideas to help him solve these problems, more thoughtful instead of someone doing something without thinking it thru"
657,"democrat, chicago because thats were I'm from"
659,"because he's a black man, change for good, listens to the people"
661,we need a change
663,"might shake things up, like him will be good for the White House"
664,"his phlosifee is good, we need a change"
665,"he's young,he's different,he's black,he's seems to be aggressive"
667,"he is charismatic,"
669,"based on the commercials his viewpoints on taxes,"
671,because he would be the first lack man for president and would be nice to know what his opinion would be for the future.
673,"end the war  end at soon as we can everyone should have health care I believe hestands up for the working class person I m hoping he can also that he can get rid of the pork the fat that we dont need to be spending money on, keeping the taxes under control so that they dont get out of hand dont mind paying for things if there funded properly"
675,everything i ma democrat he has the same vales that i have and i think he will bring the necessary changes that the counntry needs and if he isnt elected he wiwe will have mor of the same
678,youth representsthe first afro american canditiate that been put forth for the public has some views that I think are positive
680,he just gets it deffinoitly some rhetoric but he hassexamines the issues he calls j mac not smalll minded he is not just going to let God tell him hot wto run the country not just a dream or aprayer
687,"the war in iraq, and about that he thinks that we have to take care of our people first and then other countires out side the us not sure aout the insurance looks like communisim like back at home communism predidcted everyone was the same but not true better if there are some rich some poor and mose in the middle,"
693,"His platform is a good one, and where he lacks in experience he picked Joe Biden as his running mate,"
696,"He cares about peoples opinion, shows a definate concern for what America has come into and has a definate plan for the resolve, he represents a broader spectrum of the American people and represents the change we need"
702,"He was taking about placing taxes on companies that send jobs overseas, I definatly agree with that, he is for becoming indepdent from foreign oil, he wants to improve education for our country,"
704,and other social programs
707,trying to make the change for the children better; for the elderly
708,he bringing about change and happen communities and bring jobs; voting to start using foreign oil
709,he will be the first black president; and that he his willing to make a change; he has made history by being the first  black to r4un for president
710,his message
714,"going down on gas prices,helping the economy"
715,he plans to stremline unnecessary spending
718,"he is for the middle income and he seems like is sincere about what he says, he says he is looking out for the everybody not corporations; he does not seem to keep the democrats and republican separate; he seems to want to bring everybody together"
719,seems to have the best interest in common for people
720,he's for the democrats right now we need the changes we need now
721,ability to identify with common people
722,his economic policies
723,"he is a strong campaigner, has solutions for jobs, housing,he grabs attention of th crowds"
724,no
725,the economy he knows what to look for in the economy
726,his vision of the country in relation to its place in the world
727,he says he will change things
728,he has medicare mccain doesn't talk about medicare
729,his policiesand his subject for changeand an insperation to others
731,he speaks a good game
732,I like his background he is quite intelligent has new ideas and is a person that could work with everyone I mean acrosws party lines
739,hes says he wants to help the middle class he wants to lower the taxs and get the economy back on line
744,more for gthe little people
746,I have been hearing alot about him making changes I hope he makes it
747,he is charsimatic energetic
749,I feel he will heal our country that is in desperate need.His ideas and plans will be a change from the republicans that have run this country so far.
751,us all over
753,well i think the b o will repsent the poeple and will chanage the pister condishs of the us
757, he stirst for ness
760,I think he is smart color does not matter I would like to see someone of color succeed
762, he is the dec choice
764,"I like his answers; the things he plan on doing for the whole nation; he talks with good sense; I think his personality is very nice; he seems to have a nice family and a devoted, pretty wife and lovely children too."
765,he is a new face; something different; same of old white; not that race has everything to do with it; like he says time for something different; i think he is is smart and intelligent
766,He is a black man.  First black president.  It going to go down in history.
768,her charater conduct himself in public smart and get to the point.
769,He is a black man and given the chance I thing he would help the black people.  Im a firm beleiver of God and I think he is God sent.
770,He is a young man and he is black.
771,cause he is the only one that is trying to do something for america not becuase he is black.  I think he will do good.  He will be a better president.
772,I want to get someone black in office.
773,change something equal for all races so we can come togeher.
774,uH. It's been known for the democrats to work for the middle class people more than the republicans would. X No that's it
775,He's 1st Black American & a Democrat
776,He views on future america.
778,His strong will power. XI like him he's a great speaker. XHe's a strong black man & me & him went to the same church
780,"He seems to be an honest man with a plan for how thisa country should go,X Seems to be knowledgable about affairs of this country, X No"
781,Everything. X No
784,"Conversely I think his ideas for the economy are effective, In general I think the dems try to do more toward helping the middle class X no"
785,THAT'S HE's  FOR A CHANGE the republicans are for the richX I hope & pray fpor him because I'm worried about my children
788,His level of Education. // his personality//his policies//No
789,Change. He definately stands for change
791,"I'm a firefighter 1st. X On the fire dept. A Lt. X I respond to fires, emergency calls, give medical/first aid, disaster response."
792,"Everything. I look at how he came about , his life . I didn't see anything so bad. Look at a man who could have been on easy street and made another decison  & he wanted to help people . He has a good heart helped people gave people coiurage, helped them find jobs. He seems to have undersatanding of waht people need & feels good because he likes to help people. He understands from both sidesa & inspired young people to become active. He's bringing together races thru breaking the color barriers. It's time for them to take control.X He gives you confidence; doesn't just say he has a plan he explains to the people. Only one with a plan to help people NOW! Just came up with a plan today.(explained it today - she explained highlites of the plan,) X It's so many things he may not be able to do them all but will try, jobs, health insurance & schools. X He gives you confidence that things can get better."
794,"He seems to have what it takes to make the change in America that I think is neeeded,X That's it"
799,I think he will create change.
801,Some of his talking points are good.
802,I like the fact he is a young lawyer and is up on current things; I feel like he is going to take this country into a better place we haven't seen in the last 10 years.
804,"Because he is a Democrat, need a change."
805,The war in Iraq; current economy issues.
807,"He's a democrat, and if I vote, I'll vote democrat. McCain is more like George W. Bush. We don't have much choice, and the people who might run and make a good president, don't have the money to run. He talks more like he might help, then McCain does."
809,"I like the way he performed in the debates; I thought he speaks very well - very intelligent; I agree with many of his views on health care, education and other things."
810,His talk of what he can change in terms of the economy and change from the last 8 years.
811,some of the things he has done aee mor truthful
814,"His views on taxes, and that he supports gay relationships."
815,younger I agree with his thinkind
821,HE SEEMS TO BE A GOOD PERSON INTELECT AND HOPE FOR THE ANERICAN PEOPLE
822,"I think he's more for the working people, not for the rich."
825,believes in the middle class people and health care
826,don't want another republican in office
827,he's going to be more fair and something new and more truthful about what needs to be done and not because he's black...wouldn't vote for a dummy if he was black.
828,He's has a grasp of what's going on and how to turn this country around
831,I like that he addresses the issues for middle class and gas prices and thing that important in my life.
835,looking to make a change for the middle class
836,he respresence a whole change and fresh ideas with a person in my position.
837,hopefully that he'll keep his word
839,He says that he's going to help the middle income people.
841,like his idea on ending the war in Iraq and the economy
842,I like his plan for the health insurance and the financial plan and conducts himself very professional
846,he young and new innovative thinking for the newer generation.
848,"He's more on our level, tries to represent things that we need, that will benefit the poor people, especiall on things like health care, etc."
849,making healthcare easier to get and about bringing the troops home and the gas prices
850,he is black he maybe down to earth with the people and do more then the other presidents have done
852, he is democrat and stands up for democrats and he is for getting out of iraq sweet talker
856,he is very soft spoken but very firm he may not have the experience as jon mccain but has the excutive office to teach him he has a godd foundatuion and when he says we need change thats exact;y what we need change
857,lowering fuel prices his views on econimics
858,taxes
869,CHARISMA
874,HE IS HONEST HE KNOWS WE NEED A CHANGE IN GOVERNMENT.HE WANTS TO BRING TROOPS HOME.
879,"cause he talks on tv, he will try to help"
880,"becasue he is a democrat,"
881,"because he is for change and the us is way over due for change, he is trying to bring democrates, republican, others together. I feel like he will bring change to whole world."
882,He is willing to make changes and to go overseas and talk about the war
885,Because he is black
886,"the way it is now Bush have it messed up Obama says if he is president there will be a change. He is a deomocrat, and I am a registered democrat."
888, I like the way the rest of the world reponds to him.
889,"he is a person who knows what he is doing. He will be a big help to the country, we need a change right now"
890,"He is a person who know how it is to come up poor and he will look out for people who are less fortunate ie jobs, and healthcare"
891,"bring the troop home, make economics better, he will make the taxes  better"
892,"His philosophy, his campaign,what he says he will put forward is in the right direction."
894,"healthcare, we all need it, I need it,"
896,"he will do a good job, he for the people"
897,"his leadership skills, how he plans to turn the nation around, his ideas on the war in Iraq, he plans to pull troops out of the war in Iraq."
899,Being in his position and him beging a black man it has been a long time comming
900,He placing emphasis on the delevery of more jobs.
902,"He has some good ideas, and I think that is going to help the United States."
904,"We need change,"
905,"first of all, he is black and we have never had a black"
906,"change, the change in the dem process."
907,because he is going to take some on the big tax money and give to take care of healthcare and education.Plus he going to make jobs better for the poor man instead of sending all that money overseas
908,He is a democrat and change.
909,"His politics mostly, his reason for changin sentences for non-violent criminals.He wants to bring troops out of Iraq."
910,he makes valid points about the economy and the future for the up coming genration
913,"I think it will be a change for America, I like his family values, and his decisions about making america better"
914,I feel that his solgan it is time for change and new leadership under the demoncrat
915,"for what he stands for, medical care, looking at his back ground, how he was raised, where he is now,"
916,"he is , he answers question in the debate, and he wants to give tax credits"
917,"make sure everything is safe, more jobs for people to get hired, usa people will not ha ve to  go and fight"
918,"his race, his color, lots of people are voting for him because he is black"
919,"he is a good person,"
920,I believe he is for the small business man and the american people.
922,"yes, not just because he is black, just because he is for the common man, he is for the people,"
923,"Because i am a demoncrat, even if BO was a republican I would still vote democrate"
924,"from what i have watched it will be a change, something new, he has some good points on what he may can do"
925,"he is very educated man, it is time for a change, economy, everything is too high, gas and utility bill are too high, it is time to get paid for what we do, we are under paid"
928,"well, for one thing he says about change, and I feel that he can make a change, I think this is history in the making becasue a black man is up there in the running"
931,cause he is the best candidate
933,good qualities
934,"he said he would bring soilders home, gas prices and better for the black people"
936,the possiblity of change
938,He is a democratic but you dont feel like he has enough experience
943,I like his views on family values and he appears to a honesty.
956,he will bring troops home
960,"he would be for the poor people, help the economy"
963,war
967,"young, couple of his changes, changes he wants to make"
969,like his position on most major issues
970,he takes a stand on issuess
972,he is globally aware
973,speaking ability
975,being liberal
976,"he is democrat,antiwar, & well educated and articulate & will go a long way towaRD RESTORING THE US RESPECT IN THE WORLD"
977,idont believe in him but rather for the hope that he is offering
979,his global worldviews
985,"I like his educational platform, he has the right demeanor and temperment for the presidency and I believe him when he says that he will work for the middle class, not the upper class, I just think he's a trustworthy person, he has the right calm manerisms, he seems to be thoughtful and I like that he's a little younger, also"
987,"he seems to be very sincere about what hes doing, he is having a struggle being a minority,"
988,"He is a democratic, I think economy wise we need a democrat, typically I believt that our econmy will pull out this economy"
990,"I would have to be really satisfied that he is wanting to do right, I do noit feel I can trust him that is what has concerned me for the most part"
994,can't pinpoint any one thing
995,I think he is for the middle class
997,"he does have a common people type interest,"
998,more common down to earht
1000,"he would be the first black pres, also, he's a democrat, he has lots of beliefs that I have"
1001,he said he's gonna make everything better;
1004,him changing the community/America; more jobs here in [REDACTED CITY NAME] given us a raise for hard working families or disabled and trying to work; helping out with the homeless.
1005,a different type of message;
1006,"he really is for the people and he really is going to make a change, he's fighting for the little people, he's been here to michigan several times"
1007,because he's trying to be our president
1008,"I enjoy the things that he's said, he want change and we need change"
1009,he says he'll open better jobs ; and he'll bring home our people from iraq
1011,"his issues, I like what he stands for, his age,"
1013,"gas prices may happen to come down over a period of time, he could be the first black man that would be president, he's a democrat"
1014,"he is for the middle class people, like me, he's trying to come up with ideas for the economy that will aide us, he has people that are experienced and he knows how to find the experience that he needs near him to be an effective president, barack will surround himself with the right people that can advise and give him the rescources to do what's best for the country"
1015,"I believe that he understands the common man, Joe the Plumber, because he's dealt with real life, he knows where we're coming from, he knows about our struggle, I think he will bring a peace over the world that the world has never seen, everyone except America accepts each other,"
1016,the way he talks and I think he will make a good president
1017,"he understands the middle and lower classes, i think he'd be very good for us, it would also be a historic moment, I like his speeches and I can relate to them,"
1018,"he's for the people, i don't see mcclain being for the people, I think he has more experience than mcclain, he's a black guy"
1019,"because you don't have to be rich; mccain don't even know how many houses he has; because he's a democrat; gotta be a change, price of gas is too high"
1020,"he's charismatic, he's dynamic and he's done a lot., he's for the poor people"
1021,"everything, he's focused; he's consistent, he is cool and calm, he's a gentleman, he's informed"
1023,his dedication of his knowlegde for middle class and lower class.forieng government they seem to favor him to bring back a positive relation between us and them.
1024,he was talking about change
1025,like his package he is offering
1028,"He will make sure the younger genaration will have job security,education.The war that needs to stop. bring our soldiers home."
1029,because he is a black man and i hope this will happen . I beleive he is a good man.his advisor.helper
1031,I want lots of changes
1032,history.For the health issue.
1033,he is experienced with low income situations.
1034,I like the change he says he is going make.
1035,change.something different
1037,he seems like he would do good united states
1038,what he stands for with taxes and government standings. Where he stands on abortion.where he stands on education and health care.
1040,he is for the middle class.
1041,because I am a dem. .He has fresh new ideas.
1043,he seems that the issues that he has are the right ones and that he is trying to do something for the american people.He is young and understands the young. he has a nice wife and two young kids.Fought in chicago for the housing projects and he get right in there.
1044,I vote democratic
1047,His race and his piont of view.
1048,"He's young with new ideas and we definately need a change, and he's african american and I think that's the change we need, because of the mess we're in. It just keep getting worst and worst with the Repulicans."
1049,He's a Democrate.
1051,"He's a black man, I like the things he has planned for the country, also his views and opinions."
1052,his commitment for change.
1053,"wat he says he can do for the country,"
1054,"He will be the first black president, and he's a democrate."
