caseID,verbatim
408, supreme court judge 
409, supreme court 
410, don't know//no 
412, //no 
413, dk//dk 
415, retired? 
416, dk--nevr heard his name 
420, dk name 
421, Supreme Court Judge 
422, PUT HIM ON A BULL RIDER 
424, supreme court justice (prompted by husband) 
425, foreign affairs? 
426, Speaker of the house? 
427," senator, I think "
428, dk//dk 
429," Judge, panel of judges "
431, News anchor?  Cokie Robert's son? 
432," bush adminstration, can't guess "
433, treasury? 
434, senator 
435, Supreme court 
436, house representative? 
438," legislature, dk "
439," dk, maybe somewhee in the Senators "
440, dk//secy of state 
441, dk//dk 
443, dk// 
446, Attorney general 
447, dk 
448, maybe Congress or Senate 
449, dk//homeland security?  DK 
451, respondent does not know 
453, military official 
454, dont know//Canadain Prime Minister 
457, respondent has no idea 
458, don't know//no 
460, //don't know//no 
462, respondent does not know 
464, don't know//no 
466, senate 
467, //don't know. 
471, //don't know// 
472, supreme court justice 
475, //don't know//no 
476, //don't know// 
477, vice-president 
478, //senator 
481, house of representatives 
482, republican 
483, senator or in other house 
484, dont know 
485, chief justice of supreme court 
487," supreme court, might be chief justice "
488, senate 
489, don't know 
490, australian prime minister 
491, don't know 
492, governor 
493, don't know 
494, never heard of him 
495, R does not know this name//supreme court justice//no 
496, political job - does not know which one 
498, Democrat in the party 
499,  DOES NOT RECOGNIZE EVEN AFTER PROBINGS 
500,  R doesn't know. 
501, DOES NOT KNOW 
502, doesn't know anything about him.  she is not familiar with him 
503, does'n't know// has not got a clue 
504,  R does not know - even after probing 
505, WHO THE ...??//IS IS HE IN THE SENATE OR HOUSE OF REPRESETNTIVES 
506, doesn't know after probing 
508, is he in government?//DK 
509, R has no clue//no 
510, R doesn't know 
511,  does not know even after probing 
512, no idea//something in delaware//no 
513, never heard ofhim neither//cannot guess//no 
514, the senate or something//just pulling at straws//no 
517, STATE HOUSE 
518, DON'T KNOW//SECRETARY OF TREASURY 
520, DON'T KNOW//FINANCIAL... DON'T KNOW// STOP 
521," DON'T KNOW HIM// I HAVE NO GUESS, DON'T KNOW "
524, I DON'T KNOW// I DON'T HAVE A GUESS// STOP 
525, HE IS IN CONGRESS SOME PLACE BUT I DON'T KNOW THEM 
526, i have no idea //preess sec  
528, dont know//no 
529, senator 
530, i dont know//austrialian prime minister 
531, /i neve heard of him 
532, i don't know// don't know 1 
533, supreme court justice 
534, second seat in congress 
535, no idea//have no guesss//no 
536, i dont know 
537, dont kno 
538, /senate committee 
539, i know the name but don't know // I don't have a guess 
540, i dont know 
541, conatur n 
543, i dont know/ i dont know/no 
544, us house house of reps 
545, i dont know//no 
546, i don't know // i still do n't know  
547, i dont know//no 
548, //congress 
549, i n't know // a coossman 
550, i dont know//no 
551, dont know/no 
552, i dont know//no 
553, i dont know 
554, not familiar 
555, //idont know/no 
556, i dont know who he is either. 
557, i cant remember//i dont know//no 
558,  republican/no 
559, i dont know 
560, never heard of him// 
561, i dont know 
562, i have no idea // i have no idea 
563, never heard of him 
564, i ;m not sure the sure addveas 
565, i never heard of him //  have no clue 
566, who are the people where did you eople dig them up from 
568, i don't know// one of the pres hench man// one of the people he the pres apoints his sefe 
569, i dont know//no 
570, surprme court 
571, i don't know//rep of house 
573, i do't know//trusure the head of the trursure 
574, i think he is the surpress count chift of the court 
575, i don't know// the senit 
576, i don't know// the us surprm conts j 
577, i do'nt know// sec of state 
578, i don't// know '// and no guess 
579, no idea // surpreess court 
580, vice president 
581, dont remembers 
582, nope 
584, not remembering 
585, dont recognizes s 
586, no 
587, supreme court justice 
588, dont know 
590, not sure/na 
591, no 
592, don't know// na 
593, supreme  court justice 
595, no never hear of him never come down this far here to me 
596, dont know 
597, know idea//na   
598, senator 
599, chief justice of supreme court 
600, supreme court justice 
602, trasury 
603, no dont recognise 
606, cant remember 
607, no idea//na 
608, replaced tony blair prime minister of great britain 
611, dont know 
613, dk 
615, SENATOR 
616, <RF> 
617, dk 
618, <RF> 
622, <RF> 
623, dont know 
624, CHIEF JUSTICE OF THE SUPREME COURT 
625, I DON'T KNOW 
626," DON'T KNOW, HEARD HIS NAME BUT DON'T KNOW//DON'T KNOW// STOP "
627, I DON'T KNOW//NO IDEA//MAYOR//STOP 
629, DON'T KNOW//SOUTH CAROLINA REPRESENTATIVE//STOP 
630," DON'T KNOW//ENVIRONMENTAL, CABINET "
631, I DON'T KNOW//I DON'T KNOW//STOP 
632, DON'T KNOW//CONGRESS 
633, NO CLUE//NO CLUE IN MY BEST GUESS//STOP 
634, I HEARD THE NAME//ATTORNEY GENERAL 
636, SENATOR? 
637," DON'T KNOW WHO HE IS//I DON'T KNOW, I HAVE NO IDEA "
638, DON'T KNOW//CONGRESS 
640, DON'T KNOW HIM//STOP 
641, congress 
642, congress 
643, no idea//na 
644, senator 
645, prime minister canada 
646, newscaster 
648, senator 
649, house of representatives 
650, no clue// no//na 
651, judge 
652, don't know// nope on guessing//na 
653, chief justice supreme court 
654, school superintendant 
655, don't know 1 
656, chief justice supreme court 
657, {shrugs} // not a big fan of guessing//na 
658, heard name but don't know what he does//no//na 
659, congress 
660, transportation 
661, tv preacher 
662, drew a blank// seems familiar// we're all stumped 
664, don't know // na 
665, don't know// na 
666, not sure 
667, cant remember running for president 
668, dont know 
670, supreme court justice 
671, nope 
672, dont know 
673, i dont know 
674, no 
675, nope 
676, dont remember 
678, dont recognices 
679, attorney general 
680, nothin 
681, chief justice supreme court 
682, never heard of him 
683, beyond me 
684, dont recognize oh supreme court justices 
685, head judge for the supreme court 
686, senator 
688, He is on the Supreme Court 
689," Supreme Court Justice, Chief Justice "
690, SENATOR 
691," I have no idea/////again, no idea "
692," I know his name,\\\\no idea "
693," I don't know where to place him, Secretary of Agriculture "
694, Don't know..ibviously not done anything of importance 
695, Senator 
696," Don't have a clue, name does not ring a bell "
697, No idea 
698," Senate, I think! "
699," John Roberts,/////maybe in congress or in the senate. "
700, Supreme Court Justice 
701, I don't know what office 
702, SENATOR FROM SOME STATE 
703, Head of Foreign Affairs 
704, The Supreme Court Justice 
705, no idea// best guess// no guess 
706, i really dont know// your best guess//  i dont know if he is head of FEMA 
707, senator 
708, i don't know// your best guess// I would say a senate seat for him too 
709, i will say the state 
710, never heard the name 
711, i not sure// your best guess// senate// NO 
712, senator 
713, dont know him 
714, vice congress 
715, not familiar 
718, does he have something to do with finanical// NO 
720, democratic 
721, don' know him 
722, don't know 
724, i have no idea 
725, representive 
727, no clue 
729, senate 
731, dk// no iidea 
732, supream court I think 
733, dk//I heard the name but..// 
734, dk// no idea 
735, //no idea 
736, //no guess 
738, dk/ not a clue// no idea 
739, dk no idea 
740, //dk// no idea 
741, dk// no idea I don't care about the 2nd man or 3 think man why shiuld I say something about someone Idk?// 
742, no clue// no idea 
743, dk// no idea 
744, /dk/no idea// 
746, dk/no idea 
747, dk no idea 
748, dk/no ideaq 
749, i don't know 
750, chift justis of the sc 
751, I don't know 
752, I don't know 
753, i don't know 
754, i don't know 
756, he is a juge 
757, i know I heard the name but i don't know that 1 ever //state 
758, i do n't know// I really don't know  
759, i don't know 
760, dk no idea 
761, i don't know // why don't i know these peolpe // sensecet 
762, no guess// no  
763, i don't know//cirse act 
764, I NEVER HAVE HEARD OF JOHN ROBERTS// I DONT KNOW 
765, i dont remember; i have to take a guess// white house office// 
766, I don't know//no 
767, in the senate//no 
768, republican senate 
769, state representive 
770, don't know//never heard of his name 
772, don't know heard his name too//he does something for the house of representatives 
774, not sure//not sure 
775, don't know//don't know 
776, us senitor// 
777, I don't know//don't know 
778, i DON'T KNOW HIM EITHER//don't know 
779, Don't NO?/DK 
780, Don't know//DK 
781, DK//DK 
782," don't know//I don't know, never heard of him. "
783, God. Don't know/don't know 
784, don't know maybe a congressman 
785, UM secretary of defense. 
786, don't know//don't know 
787, don't know//no idea 
788, on Supreme Ct. 
789, don't know//don't know 
790, not sure //governmental 
791, Don't know//Don't know 
792, Supreme court 
793, don't know//a member of the house 
795, Supreme Court Judge.// 
797, Don't know./no guess.// 
798, Don't know./I have no idea.// 
799, Don't know./Don't know.// 
800, Don't know./no guess.// 
801, Not sure/No guess.// 
802, I have no idea./Homeland Security.// 
803, No idea/Dean of school board.// 
804, I have no idea - haven't heard his name./no guess - congress?// 
805, Not sure./Republican Senator.// 
806, Supreme Court.// 
807, No idea./no guess.// 
808, no clue 
809, Attorney General.// 
810, Don't know.//I really don't know//Chief of Staff at the White House - really don't know - just guessing.// 
812, dont know/ 
813, dont know 
814, I have no idea and no guess!// 
815, SENATE i THINK// 
816, dont know him// 
818, I have no idea./No guess.// 
819, dont know/ 
821, supreme court justice 
822, Don't know./No guess.// 
823, dont know/ no/ 
825, house of representatvie 
826, //don't know//no 
827, //don't know//US Senate 
828, chief justice of sumpreme court 
829, //congress 
830, //don't know 
831, //don't know 
832, //don't know 
833, //DON'T KNOW// 
834, //don't know 
835, //nwvwe heard of him//ok 
836, senator 
837, //don't know// 
838, //don't know 
839, //don't know// 
840, //don't know 
842, chief justice 
843, //don't know the name 
844, //don't know//don't know 
845, sumpreme court justice 
846, senator 
847, Don't know./Congress.// 
848, Congress// 
849, //never heard of him 
850, republican 
851,  i have heard of him is he in the house 
852, i dont know i dont have any idea 
853, senator 
854,  he just doesnt know 
855, dont know probably congres 
857, dont know dont even know what different offices we are talking about 
858, house of represenatives i guess 
859, SENATOR//DON'T HAVE A CLUE// 
861, isnt he a senator 
862, dont regonize the name 
863, senator 
864, chief justice of the u.s. . 
866, HOUSE OF REPRESENTATIVES 
867, SENATE//I DON'T REALLY KNOW// 
868, SENATOR 
869, GOVERNOR OF FLORIDA//I HAVE NO IDEA//NO 
870, MILITARY 
871, SENATOR 
872, SENATOR//JUST A GUESS//NO 
873, SENATE 
874, SENATOR 
876, CHIEF JUSTICE OF THE SUPREME COURT 
877, SENATOR//BUT DON'T REALLY KNOW//NO 
879, I never heard anybody ever say//no quess 
880, //best quess//no 
881, dont know 
882, //foriegn minister 
883, house of rep 
884, don't know//best guess//don't know 
885, do not know//guess// 
887, donot know//best guess//donot know 
888, one of the supreme court justices 
889, he is in hte senate//I do not know what job he holds// I hear good things about him//no   
890, donot know 
891, donot know//best guess//donot know 
892," don't know,//don't know "
893, donot know//best guess/ do not know 
895, dont know// don't know 
896, don't know//I really dont know 
897, donot know//best guess//do not know 
898, do not know 
900, donot know//no best guess 
901, donot know 
902, never heard of him//best guess//donot know 
903, don't know// in whitehouse 
904, //dont know 
905, //house of rep 
906, donot know//best guess//do not know 
907, donot know//best guess//donot know 
908, donot know//some part of the house of rept 
911, donot know//best guess/ none 
912, //I have not heard of him//best quess//no quess// 
913, donot know 
914, don't know//aid to bush 
915, don't know//senator// 
916, //dont know // best quess// donot know 
917, do not know//best guess// do not know at all 
918, //dont' know//FBI director 
919, //I say treasury// 
920, never heard of him 
921, donot know//best guess//donot know 
922, donot know//best quess//congressman 
923, news reporter   
924, no sure 
925, donot know//best guess//equal opportunity 
926, //no idea about John//best quess//no idea 
927, //I know what he does but I cant recall//best quess//dont' know// 
929, donot know//best guess//do not know 
930, donot know//best guess//donot know 
931, //don't know//best quess// someone who is in congress 
932, donot know//donotknow 
934, <RF> 
935, <RF> 
936, press secretary 
937, <RF> 
939, cheif justice of the supreme courts 
940, <RF> 
941, <RF> 
943, dont no him 
944, dont no 
945, <RF> 
946, <RF> 
947, dont no him 
948, <RF> 
949, <RF> 
950, <RF> 
951, cbs news 
952, <RF> 
953, <RF> 
954, <RF> 
955, <RF> 
956, <RF> 
957, <RF> 
958, <RF> 
959, <RF> 
960, <RF> 
961, supreme court judge/n 
962, head of supreme court 
963, don't want to guess 
964, don't know who he name 
965, don't know if it is state or federal 
966, don't know / 
967, supreme court judge 
968, no idea. /no 
969, chief justice of us supreme cpourt 
973, senatofr 
974, <RF> 
975, chief justice  
976, <RF> 
977, evangelical minister 
978, representative 
979, chief justice of supreme court 
980, senator 
982, REPRESENTATIVE 
983, don't know 
984, supreme court chief justice 
985, supreme court chief justice 
986, supreme court justice 
987, dont know// no// 
988, no//no quess//no 
989, don't know//no// 
990, I cannot recall that name// 
991, i dont know 
992, //dont know// no quess//g 
993, He ran for president 
994, senator 
995, never heard of 
996, dont know 
998, dont know// no// 
999, don't know 
1000, don't know 
1001, don't know 
1002, don't know 
1003, senate 
1005, don't know 
1006, senator 
1008, senate 
1009, congress 
1010, newscater-  for cnn 
1011, don't know 
1012, don't know 
1013, don't know 
1014, don't know 
1015, don't know 
1017, justice of the supreme court 
1018, don't know 
1020, don't know 
1021, press secretary 
1022, supreme court 
1023, respondent says she can't even guess 
1025, us senate 
1026, don't know 
1027, senate 
1028, don't know 
1029, govenrment 
1030, congress 
1031, don't know 
1032, white house secretary 
1034, judge 
1035, represenative 
1036, supreme court 
1037, govener 
1038, don't know 
1039, secretary of state 
1040, senator 
1041, don't know 
1043, state rep 
1044, don't know 
1045, don't know 
1046, dont know 
1047, Don't know. // no. 
1048, I don't know. // NO. 
1050, Can't remember. // No. 
1051, I don't know. // no. 
1052, // Don't //NO. 
1053, dont know 
1055, I don't know. // No. 
1056, in the senate. 
1057," Not sure, // Maybe in the courts. "
1058, // I don't know. 
1059, Don't know him. // an embassidor. 
1060, A supreme court judge. 
1061, Don't know. // No. 
1063, I don't know him.// No. 
1064, I don't know. // No. 
1067, A senator. 
1068," With the government some where, but not sure. // No. "
1069, Chief justice of supreme court. 
1070, I don't know. // No. 
1071, Don't know. // no. 
1072, I don't know who he is. // No. 
1073, Don't know him either.// No. 
1074, Don't know him. // no. 
1075, no idea 
1076, on supreme court 
1077, house of rep. 
1078, DONT KNOW 
1079, senate 
1080, dont know 
1081, congress 
1082, senator 
1084, dont know 
1085, dont know 
1086, treasur dept. 
1087, repres. 
1088, i dont know any namesw to give a guess 
1089, dont know cant palce him 
1090, CONGRESSMAN 
1091, congressman 
1092, DONT KNOW 
1093, congress 
1094, do not know 
1095, don't know 
1096, don't know 
1097, Chief Justice of the U.S. Supreme Court 
1098, Chief Justice of the Supreme Court  
1100, I have no idea // Congress 
1101, Supreme Court Justice // he's the head justice 
1102, no clue // the head of NATO  
1103, Senate 
1104, Congressman 
1105, senator 
1106, is he on the Supreme Court?// Justice Roberts 
1107, brother to Oral Roberts // I just don't know; 2nd in line to the Oral Roberts throne 
1108, I don't know// don't know 
1109, don't know//  I have no idea 
1110, he's in the Supreme Court// he's one of the justices of the Supreme Court 
1111, Press Secretary 
1112, Chief Justice of the Supreme Court 
1113, don't know// he's connected with the Republican Party with Bush// on the White House staff?  advisor or some such thing? 
1114, Supreme Court Justice 
1115, I don't know -- couldn't even tell you 
1116," i'm bad at this stuff. i don't know that one either, a congressman. "
1117, on the Supreme Court -- Supreme Court justice 
1118, // I don't know // 
1119, i don't know//don't have one 
1120, Supreme Court Justice 
1121, he's on the Supreme Court 
1122, dont know 
1123, senator 
1124, does not know// can't place him 
1126, congressman 
1127, senator 
1128, state rep 
1129, don't him 
1130, secretary of treasury 
1131, i'm really not up to remembering all those names 
1132, supreme court justice 
1133, incoming national security something former marine 
1134, never heard of him 
1135, senator 
1136, governor 
1137, senator or something never heard of him 
1138,  dont no 
1139, senator 
1140, dont no 
1141, dont know 
1142, //Senator 
1143, <RF> 
1144, not sure about him. 
1146, foreign affairs 
1147, <RF> 
1148, dont know 
1149, Representative 
1150, Treasure 
1151, dont know 
1152, president 
1153, Senator 
1154, I dont know//I couldn't tell you--I wouldn't want to guess at it 
1155, //Member of Congress 
1156, //I have never heard of the man 
1157, //house of senate 
1158, know name but dont know his job 
1159, dont know  
1160, senate 
1161, dont know 
1162, dont know 
1163, dont know 
1164, heard of him bbut dont know 
1165, dont know  1 
1166, dont know 
1167, us supreme ct 
1168, supreme ct 
1169, dont know 
1170, dont know 
1171, dont know 
1172, //In the house of Representatives 
1173, dont know 
1174, supreme ct 
1176, dont know him 
1177, dont remember 
1178, dont know 
1179, dont know 
1180, dont know  
1181, dont know` 
1182, goovenor 
1183, represenative 
1184, supreme ct 
1185," no guess at all, don't recognize name "
1186, don't know even if he's a politician 
1187, senate 
1189, treasurer 
1190," don't know, not sure "
1191, supreme court justice 
1192, no clue 
1193, tv guy 
1194, maybe a senator 
1195, can't guess 
1196, no clue 
1197, don't recognize the name 
1198, dk/nothing 
1199, judge 
1200, democrat 
1201, dk/representative 
1202, republican 
1204, dk/dk 
1205, cheif justice 
1206, supreme court 
1207, supreme court judge 
1208, dk/dk/no 
1209, dk/sheriff's dept 
1210, dk/dk/no 
1211, supreme judge 
1212, dk/dk 
1213, dk/dk/no 
1216, dk/dk 
1217, dk/dk/no 
1218, dk/dk/no 
1219, dk/seat in congress 
1220, dk/senator 
1221, dk/dk/no 
1222, dk/dk 
1223, mayor 
1224, dk/dk 
1225, dk/really dk/no 
1226, member of congress//no 
1227, republican 
1228, i don't know//no 
1230, congressman//no 
1231, don't know//don't want to answer//no 
1232, have no guess 
1233, speaker of the house. 
1234, supreme court/no 
1236, congress//no 
1237, secretary of state 
1238, mayor maridian of alamba 
1239, has no idea 
1240, chief justice of us supreme court 
1242, supreme court judge have no idea 
1243, the chief justice of the us supreme court 
1244, chief justice of supreme court 
1245, no guess 
1246, supreme court justice 
1247, have no guess 
1248, do not konw who that is 
1249, dk/no 
1251, a senator maybe 
1252," //i have no idea;seriously, i couldn't even guess//no "
1253, maybe he's homeland security//i think that's what he is//i don't keep track of that that much//no 
1254, //i've never heard that name either//i have no idea//no 
1255," //he's a congressman ,a senator, a democrat//not sure "
1256, //i do not know//no 
1257, //i don't that either//no 
1258, //i don't know-i don't even have a guess//no 
1259, //i don't have any idea//no 
1260, //he's on the supreme court//no 
1261, //he's on the supreme court 
1262, //supreme court//not sure though//no 
1263, //don't know//no clue//no 
1264, governor of state not known 
1265, //i don't know//is he home land secuity-is he?//no 
1266, no guess 
1267, no clue as to who he is 
1268, cabinet member 
1269, he is chief justice of the supreme court 
1271, dont have a guess  
1272, supreme court 
1273, //i don't know that either//no guess at all//no 
1274, secretary  
1275, senate 
1276, supreme court justice 
1277, supreme court 
1279, //i don't know//no 
1280, supreme court 
1281, senator 
1282, governor 
1283, dont have an answer 
1284, assistant attorney general 
1285, chief justice of supreme court 
1286, supreme court judge 
1287, dont have an answer 
1288, //supremem court justice//no 
1289, don't know 
1290, don't know 
1291, supreme court 
1292, no idea// 
1293, i have no idea 
1294, don't know john roberts 
1295, don't know 
1296, don't know 
1297, I don't know//no 
1298, I have no idea//no 
1299, I have no idea 
1300, don't know 
1301, I don't know//no 
1302, I heard his name but I am not sure what he does//no 
1303, he is in the supreme court 
1305, supreme court judge//he is a chief justice//no 
1306, oral roberts son 
1307, newsreporter 
1308, governor 
1309, congressman 
1310, senator 
1311, chief of staff 
1312," ""dont know""// "
1313," ""supreme court""// "
1314," ""cant remember//"" "
1315," ""dont kn ow no idea""// "
1316," ""dont know no idea""// "
1318, GOVERNER 
1319," ""dont know""// "
1320, CONGRESS 
1321," ""dont know""// "
1323," ""dont know""// "
1324," ""dont know""// "
1325," ""dont know""// "
1326," ""dont know""// "
1327," ""dont know""// "
1328," ""dont know""// "
1329, I DON'T KNOW//I DON'T KNOW//STOP 
1330, SECRETARY OF DEFENSE//STOP 
1331," ""dont know""// "
1332, I DON'T KNOW//DON'T KNOW//STOP 
1334," ""dont know""// "
1335," ""dont know never heard of him""// "
1336," ""congressman""// "
1337," ""dont know, not familiar""// "
1338," ""don't know//haven't heard the name//"" "
1339," don't known//don't know//"" "
1341," ""don't know//don't know//chief justice of the supreme court//"" "
1342, DON'T KNOW//I DON'T KNOW//STOP 
1343," ""don't know//no//"" "
1344," ""don't know//don't know//chief justice of supreme court//"" "
1345," ""don't know//don't know//"" "
1346, TOTAL BLANK//TELE EVANGELIST//STOP 
1347," ""don't know//heard the name, can't place//"" "
1348," ""don't know//chief justice of supreme court//"" "
1349," ""don't know//"" "
1350," ""don't know//don't know// none//"" "
1352, DON'T KNOW//DON'T KNOW NOTHING ABOUT THAT//STOP 
1353," ""don't knoe//"" "
1354, REPUBLICAN 
1355, I DON'T KNOW//I DON'T KNOW//STOP 
1356," ""don't know//chief justice of supreme court//' "
1357," ""i've heard the name//don't know//chief justice of supreme court//"" "
1358," ""don't know//don't know//"" "
1359," ""don't know//don't recognize name//chief justice of supreme court//"" "
1360," ""don't know//chief justice of supreme court//"" "
1361," ""don't know//"" "
1362," ""don't know//don't know//don't know//"" "
1363, I DON'T KNOW//CONGRESS//STOP 
1364," ""don't know//chief justice of the Supreme Court//"" "
1365," ""dont know""// "
1366," ""don't know//don't pay attention to any government//"" "
1367," ""dont know him""// "
1368," ""senator""'// "
1370," ""don't know//never heard the name//' "
1372, DON'T KNOW WHO HE IS//STOP  
1373, PASS//ADVISOR TO THE PRESIDENT 
1374," ""no idea""// "
1375," ""don't know//supreme court//"" "
1377, governor 
1378, house chair 
1379, senator 
1380, <RF> 
1381, senator 
1382, senator 
1383, congress 
1384, mayor 
1385, congressman 
1386, senator 
1387, republican 
1388, chief justice of the supreme court 
1389, secretary of the treasury 
1390, congressman 
1391, supreme court justice 
1392, <RF> 
1393, don't know//prime minister of Canada 
1395, congress 
1396, secretary of state 
1398, head of the supreme court 
1399, chief justice of the supreme court 
1400, ex military 
1401, don't know// I couldn't tell you 
1402, senator 
1403, no good 
1405, chief justice of the us supreme court 
1406, secretary of the interior 
1407, Congressman 
1408, chief justice 
1409, i have no idea//senate//no 
1411, state goverment 
1412," I DON'T KNOW, // HE THE FINANCIALL DUDE , THAT WOULD BE MY GUESS, I DON/'T KNOW "
1414, cjief justice of the supreme court 
1415, THE CABINET 
1416, supreme court 
1417," oh lord, // i don't know / i have to see the face, i don't know "
1419," don't know , never heard of him "
1420, I DON'T KNOW // I DON'T KNOW 
1421, he is one of the supreame court guys 
1423, don't know him 
1424," // I just never heard that name before, he was probably in the house of representataives maybe "
1425, I don't recognize the name 
1426, Yo he oido de el pero no te se decir cual es el cargo de el.   
1427, If he has a political job IT MUST NOT BE IMPORTANT BECAUSE I HAVE NOT HEARD OF HIM 
1428," no lo reconosco, no se quien es "
1429, don't know 
1430, supreme court judge 
1431, don't know 
1432, no clue 
1433, senator 
1434, senate 
1435, don't know 
1436, don't know at all 
1437, don't know 
1438, i don't know him 
1439," don""t know "
1440," don""t know them by name "
1441, don't know 
1442, don'y know 
1444, chief justice of supreme court 
1445, don't know 
1446, secretary of defence 
1447, cooradoor 
1448, chief judge of the supreme court 
1451, don't know 
1452, supreme court judge 
1454, chief Justice of Supreme Court 
1455, chief justice  
1456, chief justice 
1457, don't know 
1458, I don't no who he is 
1459, supreme court justice 
1460, senetor 
1461, //senator 
1462, dont follow these people have no ideal 
1463, I don't know 
1464, governor 
1465, I don't know him 
1466, sentor 
1467, assembly 
1468, never heard of  
1469, //i really don't actually know no guess 
1470, //i have no idea. 
1471, press secretary 
1472, //representative 
1473, //congress 
1474, //no guess none of these names soud familiar to me 
1475, //congressman 
1476, //house of representatives 
1477, //i don't have a guess 
1478, //congress 
1479, supreme court justice 
1480, //I just don't know 
1481, //elected positions govener? 
1482, //treasury 
1483, congress 
1484, //no guess I have no idea 
1485, //no guess  
1486, ny state congressman 
1487, //no guess 
1490, don't know//no guess//no 
1491, chief justice supreme court 
1492, press secretary 
1493, speaker of the house 
1496, not sure//don't know//no 
1497, don't know//never heard of him//not a clue 
1498, never heard of him//no guess//no 
1499, a senator 
1500, not familiar//press secretary 
1501, no idea//i don't know//no 
1502, i don't know who he is//is he a senator? I'm just guessing now//no 
1503, clueless//no best guess//never heard his name before//no 
1504, senator 
1505, don't know//i don't know//no 
1506, not sure//i don't remember the name//no 
1507, ain't he district?//i forgot girl//no 
1508, don't know//no guess//no 
1509, no clue//no guess//no 
1510, no idea//congressman//no 
1511, u.s. senator 
1512," "" I really do not remmember// I am not very good with this..""//No."" "
1513, i do not know// 
1514," ""I do not know//I  do not know// No"" "
