caseID,verbatim
468,i think they try to do good for this country. and they try to do more for the people.
472,"i like freedom of choice, the democrats are really for the people, and the republicans are not for the people."
473,they're always for the working people. they stand up for minorities.
474,"they stand for the middle class, and they're trying to help people across the board not just the rich, and they also try help w the eldrly as far as social security they don't want to privatize, they're trying to get health care for all."
475,"they understand the average person, they're their to work for us"
478,the differences between letting the people have the power compared to letting the government run the show.
481,"the fact that they are for the working class citizens, they stand up for the ones that really have a voice in a lot of political views, and we seem to accomplish more under them"
483,"strong leadership, they're for change, have ideas"
484,they help people out
487,they're for poor folks
490,diversity
492,"they are not too argumentative as a party, the republicans stay at it"
493,"they're for the little people, they're for education, health, prices of food, housing"
494,"they're for the people, their policies are geared toward helping people"
497,they are more geared to helping poor american people
502,"they have an african american man representing us, to see what positive change will come about with a new president"
503,seem to bring about better living conditions for the middle class the economy is better under democrats more fairness seems more comfortable living middle class
505,they are more for the regular working people
506,"try to keep prices & taxes down,"
507,they do more for the little people
508,"more down to earth, more sincere about going about business"
513,they don't have a war when they are in office
515,"economical, educational and social plataform."
516,they generally vote favorably for the environmental issues.
519,"THEY SAY THAT THEY LOOK OUT FOR MINORITIES AND THE POOR, BUT I DON'T KNOW IF I REALLY DO BELIEVE THAT, BUT THAT IS WHAT THEY SAY."
520,they are more open to equality.  seems they are more about freedom.
527,john f kennedy
528,"aryticulate,intelligent,tell american people what they want to do,jobs, different things the country needs."
530,their election platform;
532,they are actually more into the people bill clinton came to jacksonville and spent time with the people and he jsut didnt come once he came a few times everything was almost perfectbuschs dad was good a real good person
535,more for the people
539,focusing alot on change and this country needs alot of change
542,"historically they are more for the middle class and the lower class but I think tha overtime theyve swung to the left and not their are generations that are living for entitlements we instead need a hand up not a hnadout, to tolerant  tolerate so much that people walk all over you"
545,the democratic party fights for everybody.
546,there ofor the midlle to lower class so economic reason environment reasonsthey have more restraint national security is a hish priority but they may have better ways instead of wasting the economy not saying we wouldnt backdown if we needed io but
549,"TAX BRACKETS AND ALL AREin favor of folks like myself, want to pull out of the war and healthcoverage"
557,"they are for the people, for the country, for choices the whole country makes, eating,gas for going to work."
563,well you know from what I hear lately they don;t do any thing they all just want that chiar and the money the take away from us
566,i like the tack that the put the people first
570,that they are a younger party
571,their are more for the middle claas and the poor and the more proteacted of the envearmewnt
572,i'm not toal againgt them  there are good dem in there
576,compassion for other human beings other than themselves; interest in better the society as a whole or than those with power and money; support for the environment; desire for education reform;
583,skip dont know ho to ans they all promise and cant dkeep their promises
585,"i like the fact that they try to include all  pepole in the nation blacks hispanics all incldued  they seem to spekak more to the needs of the pople and try to solve problems based on the needs of the people,"
588,they are more about the money and how it gets spent more for the people at home as the Republicans go to war
589,they want change i like the ideas about health care and their veiw on the war
593,"im a democrat but I dont know,"
594,"they help the economy helping the health care, and ..."
598,everything economy loyts of money for us
599,a more common tough toward people; good times under democratics
601,ted kennedy been through it all ; so hard right now
602,"old school thought for common man, parental favoritism as youth"
603,stem cell research
606,"more freedom, more choses//more options//no"
608,dedication to welfaare to lower and middle class food and health care
609,more concerned with domestic and social issues moderate
611,conservative they are
614,they have attempt to fairness
615,when their power the economy is better
621,I HEARD THAT THEY WILL MAKE GOOD CHANGES BUT I DON'T KNOW...
622,they try to help people like me
623,"end the war in irak, the elderly, cuba"
629,for the average people
630,"left wing, freedom, programs that will help everybody, special middle class and underclass.  Keeping rove vs. wade, it will make a balance there."
632,"open, stand for the people, weak international"
641,"their for the inproving the enviroment,"
642,"some policies, their willingness to try new ideas,"
644,work more for the poor
649,seems they work better for the middleclass people
651,social spending
652,because they are for me because I am low income
653,"because we have always good presidents,good congress and house if representaive,"
657,they look out for the indiviual person before the wealth the major companies
658,helping people
662,like standing on certain bills they try to get through
664,seem to be more for the regular person
665,"THEIR LIBERAL,THEIR NOT AFRAID TO SPEND MONEY"
667,"I think there idels about helping people ar good ideas,"
668,"theyare more focused on fixing onproblems in our country before other countries, and they are trying to helo the lower and middle class"
669,besides john f Kenned y nothin
677,i think that b clinton did ok but he had problems dk
678,"the focus on the average amerian person, education, health labor issues, environment, s"
680,"they seem to be more conerned with the more vunerable populations more foraward thinking on womans right foriegn affairs, environment however they dont know how to win an elections"
682,the economy things turn arougfh with them
685,i like the fact that they are supposed to represent the workers and laobor union but they havent and have done nothing to hlep those peoples
686,"care more about domestic issues, like healthcare economics,and the people in the country"
688,"The are liberal,"
692,THE FACT THEY ARE FOR STEM CELL RESEARCH AND PRO CHOICE
694,"I do like more government for education,"
696,"The democratic party is geared toward the working class of people of America, more open to diversity and more open to progression in the positive ways"
697,"The fact they are for all people, and do things to help all people, not just big corporations, they are for all the people, not just for some people."
699,Wish they had a stronger candidate like Huckabee and Guiliani.
704,"I like their ideals, fair education, health care and some type of Welfare and out country should be able to provide."
705,they historical support and represent my values for me and most of us.  I believe they serve me and most of us better than republicians
706,they are more intelligent; they are more compassion; they are considered with how people are living their everyday life'
708,that they are speaking of change and looking at wAys to better the communities
709,that they are for the lower class people and they are for helping the lower class people
710,some of the causes they champion
711,they are for people who are working and trying to have something; they want to help us make a change for our lives;
712,keep things educated;
713,liberal attitudes aboutpersonal liberty
715,past historyofhelping blue collar america
717,their for the peopletalking about the people of america and not themselves
718,"to are out for the middle man; it seems like when we have a democratic president, we have jobs, more money, the economy is doing good; less war;"
719,they seem to try to look out for the people
720,i feel the democratic part is more for the people tha the republicans are
721,concerns for things that affect society
725,the way they want to change the middle class the poor can make it the global warming student loans so the y can be repayed
728,they don't put anyon last
732,one thing I like about them is the mimumin wage is up and they are concerned about the poor
734,the democratic party focuses on teh ppl that are struggling as well as teh ppl who are making it
749,"The idea that they want to take care of americans, and get America back to being independent."
752,well i have aalway been a democrate i have been rise up that way
754,when there os a dec a  pres in office we get a better betgit my my jop
758,i just feel that thay are more fair towards to whole county and not to one party
762,it sup to be the patry for the poeple for the pople and it give us a choice
766,They try to help the black people for the jobs and health care.  More for black people.
768,they are for the people they try to help low income people they do try there hardest.
775,yes they for lowder income people & agree that they try to help them
778,I just like being a democrat.X that's about it
780,They give the little man a chance.Under the dems I had more $. X No just economics
781,Pretty much everything. X like their whole platform.X no
784,Thjem being more inclined to help the middle class;they're better on the economy. X  No
785,"Well it seems like it's fair & it's for everybody, I've always been a democrat & belive it helps people"
786,Seems like they're more people orientated X No
787,They seem they're more favorable toward helping different races. X no
789,It's the lesser ofwo evils.X nothing else
791,"i'M A FIRE FIGHTER lt. oN FIRE DEPT. rESPONDING TPO EMERGENCEY CALLS, FIRES, MEDICAL SERVICES & 1ST AID, DISASTER RESPONSE"
794,Democratic party tries to make change in America
798,"I am a Democratic person; I think they are more for the poor, not so much the money aspect of things; for the people, not for the money."
799,"I know they are going in the right direction, and it looks like things will be better if he is elected."
802,"The Democrat party has more experience when it comes to dealing with world/foreign policy; liked Hillary Clinton, really upset her that she didn't get nomination; good integrity, stays intact when someone favorable is running - Hillary is one of those people; the only reason she is supporting Obama is because Hillary said to; is a long-term Democrat; likes that they go after issues like global warming; likes the fact that when someone is talking, there is unity - Hillary showed great humility and character."
804,"For the working person, will lower taxes, trying to get medical care affordable and accessible."
805,Focus on change; focus to bring things back to the booming economy we had during the Clinton era.
809,The seem to work more for the lower class or less fortunate than the Republicans do. The Republicans have always had a sense of being for the business executives.
810,"Generally for the working people, supposedly."
812,have to have two parties
814,No answer - skip.
816,tied to do as munch as they can for middle class
819,Hillary Clinton
820,for the little man
821,they try to help people they are for tje working
822,"I think they are usually more for the working man, middle class."
824,look out after the middlr class more
825,They think about the poor and middle class and try to help them as much as they can.
826,work for a school system and democratic party have been more favorable toward the teachers and working class they try more then the republicans do.
827,they try to do positive things for this country more so than the republicans.
829,The democratic party has been for the middle and poor class and seems to want the country to do good all the way around.
831,win they are in office there are lease some jobs created
832,Helping hand attitude - not everyone is blessed to have a silver spoon/helping hand/weathy family; they believe in giving help/breaks.
835,"they talk strongly on helping america period, bring down health care for american people and bringing more money to single and working parents and education"
836,they represent people in low and middle class people more.
838,like the way Obama goes around to all the familys and treats them equal and think he will do a better job.
839,That they try to help the middle class
841,they seem to keep us out of recession as far as unemployment goes and foreign aide
842,They are liberal but do seem to have policies more toward the middle class that makes things better for us.
843,they're more for the lower and middle clsss people
848,"They seem to genuinely care about the lifestyles that some are forced to live; they are more for the health care for the elderly and the low income; they seem to have more plans for schools, elderly care, and they seem to care about the same issues that are important to us."
850,i think they are for the poor people i think they are better for the poor people in health benefits and medical care and prescription and help provide food and help provide cash assistaqnce etc. for the elderly
854,they take care of the country
856,had it all figures out but cant think of anything right now it is democratic party is mostly for the family and helping indiviuals republicans are for big companies which evens itself out
860,they do stuff for the working people
862,they cater to the minors
867,More labor friendly. We need good jobs in America.
870,I THINK THEY ARE FOR THE LOWER CLASS OF PEOPLE. THEY WORK HARDER AND ARE MORE DOWN TO EARTH. MORE LIKELY TO BE HONEST.
871,PROTECTION OF THE ENVIORNMENT. GUN CONTROL.
874,THEY TEND TO HELP THE LOWER CLASS PEOPLE AND MIDDLE CLASS. THEY CARE ABOUT HEALTH CARE. THEY WANT TO BRING TROOPS HOME FROM OVERSEAS.
876,"THEY ARE MORE PEOPLE ORIENTED, THEY TRY HELP PEOPLE WITH BETTER EDUCATION AND BETTER HEALTH CARE.  THEY ARE NOT AS DISTRUSTFUL OR AS MEAN AS REPUBLICANS. THEY HAVE A BETTER HEALTH CARE PLAN THAT WILL COVER MORE PEOPLE THAT ARE FALLING THROUGH THE CRACKS NOW."
879,they are nice people they kepp things nice keep everything nice that's all
880,"democrats do not want the soldiers to be getting killed, that is the most important"
881,"becasue of the fact they are trying to better the people, they are trying to reach out to the have and not have, they are more concerned about people and positions, money, instead of being the poor needy and sick. People are crying for help everywhere. The more they cry the less they get."
883,demo party becasue they are trying to work together to make a change
885,I dont know
886,"that Obama is running for president,"
887,"I like the way they stand, on policy, on helping with the state, and I think they are doing a fine job"
888,I like their plan to help the little people of America. and how they want to hold the big giants of america responsible for thier actions.
889,"They help the poor people, and they try to do right for everbody, I just love the dem party."
890,"dem party is more favorable for lower and middle class people and try help poor people and do more for health care, and they would spend money to help people better than the republican would"
891,They are more like one mind one acord. The brought up the min. wages. They are standing behind B. Obama.
892,"Dem have better outlook on entitlement programs ie social security, infra structure of the country"
895,"I like their honesty and they tell the truth and explain themselves more clearly, they break it down"
896,I am a democrat
900,"To me, the dem party pays more attention to the needs of the class under the middle class, and they make provisions for that class."
901,"""I like the way democrates run the country."
902,"To me they are more geared to helping more people like middle class and low class people, while Rep are helping the more upper ( rich) class."
903,dem are always trying to help the poor...medicaid..stuff like that
904,"They have more people in congress, and that is better for the democrates"
905,I think they will be fair with blacks
906,"concern for all people reguardless of the party,"
907,"they are for the poor people,"
908,It is time for change and it is a peopl's party for the miniority
909,"I am in their taX BRACKET,I like what their politics say"
913,"I think that they help those who are in need of help such as healthcare, childcare, and other assistance,"
914,they care about the elderly and healthcare   they care about the less fortunate and I have always voted demoncrat
915,"democ they try to help country and economy, the way we live,"
920,"dem are mostly black,"
921,"becasue they are for the poor people,"
923,"dem claim they are going to help the middle class, well, that all"
925,"it is for low income and it helps us,"
926,"I am a demoncrat. The democrat are for the poor people, like me. The republican are for the rich. The rich get richer and the poor get poorer."
927,"I am democrat they are for change ,education they are for health care economic crisis,"
931,dem part gives me more opportunities
934,they are for the poor people
938,they seem to be for all the people  middle class. lower class and  the rich
943,democratic party seem to go for the poor people
945,likes the views of the democratic party
947,You like when he say that it will be change
951,they are out for lower class people to help us
954,health care
959,"they are for helping the people, and spreading the money around for all people"
962,"more focus on the economy,working class focus"
963,"they sould stop the war,"
964,"find that they are liberal, closer to the people"
967,"just like them, no particular reason"
968,i WANT A CHANGE
969,their opposition to bush & cheney
970,they r for the working person
975,better thinkers
976,CARE MORE ABOUT PEOPLE
977,they seem more involved with the environment
980,agree with their views on the environment & the war 7 social issues
982,they have empathy towards the have-nots in our society
984,"focus on social issues and addressing problems for the average person and trying to get us out of the war, and focus on diplomacy, more focus on the environment, focus on civil rights, they've got a new focus on personal responsibility"
985,they are the people's party and they believe in quality...quality healthcare and education...that they believe everybody deserves to have what everyone else has
988,"I think they are more for the people and the economy,"
990,"I think they have in the past tried to represent the poor and those who have had no voice, I just think they have moved too far away from that there have been some folks who got into the limelight who havew gotten so far off track, I have voted both throught the years I have not voted democrat in the last few years"
994,more for the poor
995,I think they are more for middle class people
998,for the working class people
1000,"they are for the people, they're not for their own particular crowd, like repubs are"
1005,"social issues, they've come forward and expressed more concern for the social issues; the disagreement of how iraq conflict has been handled, looking for a time frame to remove the troops, our job is done;"
1006,"democrats are more down to earth, more experienced in life experiences, more in touch with the poor and middle and other classes"
1008,"they believe in change and the economy is quite different now...if dems were in the house, it wouldn't be as bad as it is now"
1010,"I think that they're more for the regular/common/average person, but I also don't like that they sometimes want to give in programs that will tax us a lot, since I'm on a fixed budget...but I don't have to participate in a lot of them"
1013,"that they're for the middle class people, because they want to bring gas prices down,"
1014,"democrats try to help lower class, they're also looking out for middle class and people who are being forgotten"
1015,"they are for the common people, they understand the middle and lower classes; they are more concerned about our needs, wants, struggles, and they fight for us, represent us"
1017,"they're more for the poor people, barack was raised by a single parent, so he knows how single parents and blue collar people are doing, they're for health care,"
1018,"I have mixed emotions about that question, they tend to say that they are for the people, which I like, the dems always seem to help people more,the dems are a little stronger than the republicans...they have more people fighting for us, they keep you focused"
1021,"they seem to care about the feelings and circumstances of people, they develop programs to meet the needs and try to provide training and what the middle class is a focus, so either bringing people up to the middle class or at least knowing that the middle class is cared about, they seem to have more of a partnership with unions, focus on job, job training and the history of democratic presidents that were focused and had good programs for the people"
1022,I was brought up a democratic.for the working people.
1023,There policies on the middle class and the lower class .education policies and medical.
1024,dem. party is for the people that are low income.They are trying to get health care for everyone.seems like the dem.party is for everyone not just the poor.
1027,goes back to demo. party always liked the democratic party.And the men that were democrats
1028,they stand for what is right and what is going to help me as a black person and all your race.
1030,"they seem to be or try to be reasonable with people , the citizens."
1031,because that is all I have ever been .100 % for them.
1033,for the people.based on how the community feels
1035,they want to work towared the low class poor.
1037,they help the lower income.
1039,they are for the working class and they help out the lower class.
1040,they are out to help the middle class people such as health issue
1041,make things better.
1043,they are  moving forward
1046,health insurance
1047,A Black man is running.
1049,I like the way the handle things.
1051,They do more for the lower class people.
1053,"they try with the country, for everyone, they are trying to do for the counrty what is best"
1054,"Believe in what they are trying to do and what they stand for, also that they are democrats."
1055,They are for the poor people and regular working folks.
1056,They tend to more for the working class.
1057,"They think about regular people, not just the rich or the middle class."
1058,"They try to spread the wealth. They try to do alot of things for the people, but some parties try to stop them."
1059,They are for the middle class worker and citizens. When the Democrates are in office the timing is right. The Democrates are equal opportunity.
1060,They more for servicing the people.
1061,I think they are the more realistic party and they deal with things better. They also more realist about they way that handle problems. Also they are fair to all people.
1063,I'am a Democrate.
1065,I believe the democrates help the under dog and the less fortunate.
1066,They more for the people than the republicans.
1067,"They seem to be more sensitive  to the average person, and their healthcare policies are better."
1068,I think that they are a pretty good party.
1069,They are willing to look at the concept of change and  a idea  that maybe different than thier own.
1070,"I believe that they are the party for the people, main street U.S,A."
1071,I love the Democratic party.
1072,"They are for the middle class and when they are in the house, nothing dramatic tends to happen. Such as loss of houses and people losing jobs, healthcare."
1076,"they are more for the common person, more democratic, the two are similar when they get into power and use excesive means,"
1077,I think they are for the people and will do a good job
1083,"they try to do more for the lower standard people,"
1086,they are more for the people and not as much for the businiesses
1088,they are for the middle class
1089,"they made social security possible, and do more for the working class"
1090,they are for the people
1094,they are for the people.
1095,they are for the poor people
1096,they are more for everybody...republicans are just for the rich
1101,"more about protecting the environment, conservation; population is more prosperous when there's a democratic administration; better prosperity for all"
1102,health care and educational policies;
1103,they're for the middle/ working class;
1106,they're a little more concerned about the actual experiences of people; that they try to relate to what is happening to the average person
1107,they have a more socially liberal agenda;
1108,"health care, education, insurance;"
1109,Joe Lieberman
1110,they're there to stick up for the common man;
1111,I like the candidates they have
1112,"I like the platform supports gay and lesbian marriage; support for renewable fuels, bio-fuels;"
1114,their concern for the middle class; their down to earth approach to things; generally care for the people
1115,seems like they're more family oriented; the only president I was old enough to understand was Bill Clinton and I thought he was great for the economy
1116,their track record; when a Democrat's been president we tend to be more prosperous; less mudslinging from Democrats; more diversity in Democratic party; more well run convention this year;
1117,they have a commitment to make sure that everyone is treated fairly; lately they've been committed to not overspending in government moreso than they have in the past
1119,I think that they try to look out for middle America and the working family;
1121,"for the common man; for public prorams -- health, education, social security; I like their liberal values; they are basically more honest people in the democratic party; they stand for what I believe in as a citizen; I trust them more;"
1131,more for the middle class people
1132,more compassionate toward poor people
1133,they look out for the middle class and not so fortunate
1134,fair
1135,more government control when it comes to the economy
1137,more for the poor people
1141,The Demnocratic party is favorable as far as the Middle Class and Lower Class people on minimum wages with no healthcare and better jobs//no
1142,"I think are more ""people""  their feelings are more for people//I feel that they feel the need of people better      they try to fill the needs of all people//"
1143,everything
1144,honesty and fairnest
1146,Their views on the war// Their views on the economy//  Their views on education//Their views on healthcare
1148,The Demoncratic party is mostly fairly and  equally/ They're compassionate
1149,they are against war
1150,"First of all the nominee, Barack Obama can see a change in the middle and lower class because he has been in that class before, and that they are trying to make a change with other resources and not use the same resources as before//"
1153,It is a party of truth. All the issues and all of that is basically true//
1154,"I am in the middle, I vote for the person not the democrat or Republican"
1155,"They're designed to help the lower and middle class to have s chance to better themselves/ they are not trying to take away their social security, healthcare and retirment plans/"
1156,They seem to reach all people regardless of creed or nationality//
1157,One thing I like about the Democratic Party is that they are for all people--the poor and rich   they help them all//
1159,don't try to bring people down
1160,willing to help the nation and show more concern for the retired
1164,brng troops home
1175,they are for the working people
1177,concern for all citizens
1179,they say they are for the little people
1184,democrat is for all the people will benefit the rich and the poor
1186,their views and some of their policies that have been implemented
1187,interested about economic projects. that's about it.
1189,they know what is good for the country.
1190,I think they want to help as many people as possible
1191,"focus on the middle class, more focused on the environment & renewable energy"
1195,more pro-choice/need to go to universal health care and they might move us toward that
1196,they are more for the blue collar workers
1197,feel that they are more for the general population; more ambitious
1203,they are always looking out for everyone instead oif just the handful.
1204,they likes to involve the government more in the running of the country
1205,I like the method that they use to fight for the underpriviledged. When the leadership creates a lot of social services programs to empower the underpriviledged. Also the method of selecting their leaders involves much more participation.
1206,"they take  care of the poor with healthcare, they want to tax the poor man less and the rich man more."
1207,"they put people first, they look out for the moral majority"
1210,they are more concerned about what's going on in the black race.
1211,"I like them because it seems they work more with the people in my category, the seniors and lower income people and just people in general."
1212,they seem to be a little more for the need sof most and not as money-hungry and they're not driven by the war and they seem to be a little bit more down to earth.
1215,"they're for the people, specify middle class."
1216,I like their compassion for the working class people and I like that they want to bring the people up.
1217,"they try to be diverse, they strongly to be for the working class, they try to help the issues we have."
