caseID,verbatim
258,"unemployment, to creat more jobe, things are closing down"
263,the economy
264,"the most important issue to me is probably the gay and lesbian thing, prop 8"
265,"SUPPORTING THE MILITARY, GIVE THEM EVERYTHING THEY NEED TO DO THEIR JOB, BRING THEM HOME AND HAVE THEM TAQLKE CARE OF HOME, BORDERS"
266,"TRYING TO GET JOBS, EMPLOYMENT"
268,"the presidency, I think we need someone to stop the war and the depression. I think Bush said we would only be there for a year. They have been sent back again and again. I want the new president to end the war and help the unemployment and create new job"
271,the war in Iraq
273,economy
274,foreign policy
275,election of the president
276,health care//somehow we have got to get a handle on the costa and the availability// i wanted a candidate who could actually understand these questions. they are very complex//and who might have a workable outline to solv //no e it
278,cost of living
279,that someone get elected whose views i generally agree with
280,the economy
282,Gay Rights
283,protecting our nature and wildlife
284,economy
286,"change - no republican in the white house, our first black president"
287,proposition 8 CA
289,health care//the diffrential access to healthcare is not just an economic catastrophe but also fundamentally undermines our putative committment to equality//no
293,war in iraq
296,the will for a black man to be president// no
298,the president// prop 8//
299,the economy// no
302,"the jobs, unemployment// educations//housing// no"
305,"the ecomony // abortions,business in the US and unemployment// women being president in the united states , not have trust in them to be president in the US, gay marriages.// no"
307,prop 8// education// no
308,I don't know him
309,"I don't know// they both had similar things, I think the most important is change, mccain was going to be the same, and with obama it is something new"
311,abortion// and prop 8 in california// no
313,the ecomony// the war// no
315,proposition 8//
318,I didn't really have one.
324,presidential race
325,nuclear issue
326,school districts
327,economy
329,if i signed the election paper correctly
330,gay marriage in california
333,economics
335,economy
336,health care
338,economy
339,gun controll
340,prop 8
344,economy
345,that the people who get elected really care about the people in the country.
347,getting george bush out of office
348,<DK>
350,economy
351,electing a presendent
353,immigration
354,health care
357,economy
358,refuse to answer//no
361,good person for president
362,size of government
364,taxes
365,who won
366,economy
368,abortion
369,health care
371,immigration
374,economy
375,national security
378,economy
379,helping out the middle class people
380,financial issue
382,didn;t want a socialist agenda
386,immigration
389,who wins the presidency
391,who became president
393,"wanted a change""//""we need to have a better life than we have now and hope for the best, once they get into office they say they will do this and that and when they get in there they forget about us. no"
394,the mortgage crisis
398,economy
399,war
401,money management
402,economy
404,none//no
407,war
408,moral values
409,economy
410,health care
411,military presence overseas
417,"that we get out of this crisis we're having, dk what it's called"
421,the economy
423,taxes//a tax plan of what the candidates are going to do with the peoples money
425,the economy
426,The economics
429,the economy
430,the war in Iraq
431,"Waste of money//the banks are standing in line for bail out money, I ask the bank for a loan and they say no, they ask the government for a loan, and the government bails them out.  Waste of money"
433,"the middle class//improving scho0ols, streets, single mothers who need help, fathers who are disabled or laid off"
434,the economy
436,the economy
438,local voting//the presendcy
439,economy
440,Didln't have one
441,it was a race between races
442,that I could vote
446,"there was one that if the bill passed, all of the disabled individuals on the waiting list would be taken off the waiting list and receive benefits"
449,Gay marriage
450,education//loans and interest rates for tuition bills
453,the tax consequences. The democratic would tax people who are wealthy to help the poor. and the republican party would allow people to spend their money as they wish.
454,"Change to our foreign policy, in particular our military."
456,nothing per respondent
459,"Immigration, that the immigrants that are here already should be able to receive their legal papers."
460,Health care.
462,economics in this country\\no
463,giving the people more opportuities to do things//no
467,The economy.
471,Equal opportunities for everyone.
472,That we get rid of George Bush and anything republican.
476,the economy
479,lowering taxes.
481,economy
482,economy
485,funding for educational programs to get jobs
488,the war
489,that obama wins
490,getting a veto proof majority for democrats in senate
491,<DK>
492,the economy
495,economy including social security
498,to vote
500,helping the senior citizens/elderly
505,WHEN IS THE WAR GOING TO END
506,<DK>
508,economy
510,that we finally have a good president
511,to vote
512,healthcare
514,EDUCATION
517,THE ECONOMY
519,THE RIGHTS OF UNBORN BABIES
520,FINANCE
521,THE ECONOMY
523,CORRECTING OUR ECONOMY
525,THAT HE BROUGHT EVERYBODY TOGETHER (OBAMA)
529,making america work for everyday people.
530,jobs
531,/get people working/no
532,i have not really thought about it//ed
533,i dont know
536,"raising of taxes, dont want it to happen."
538,economics
539,health ins
541,the econiciy
545,stop the direction this country is going and bring it back to the great country it once was.
550,cleaning up the deficit
551,who won.
552,"employment, more of."
553,the war in Iraq
555,"money//money for retirement,banks should secure/no"
557,education
560,"dont agree with obama's spread the wealth, dont want him to increase welfare."
562,um i don't know just to get the us togetter
564,the econoaic
566,the war thing
568,heath care
570,the economic
572,not anyone important over another.
573,the econamoa// internatoil poily//o
578,um the economic the tax and getin uw out of deat
581,the economy
582,<DK>
583,old people will not have to pay income tax on their social security
584,having a black presidents
586,"seeing the outcome of the election seeing who was going to win, highly qualified african america and he won"
587,"i think health issues insurance for people,"
589,the economy
591,the economy
592,democratguy
595,"just wanted Obama to win becasue mccain was to sarcastic I want him to help the poor people the gas money wise and everything Im dealing with minimum wage, cant live on minimum wage and mate lives on less"
600,economics
602,abortion
603,jobs
607,no idea//na
608,can't even make a guess// news anchor//na
609,economy
613,the values in traditiona and family/ the economy/ financial / seciruty/ health care retirment and eduaction
617,enviroment
623,end of the war
624,THE ECONOMY
625,THE CHANGE
627,I THINK THAT BARAK OBAMA IS A COMUNIST
629,THAT THE DEMOCRATS TAKE OVER//CHANGE OUR POLITICAL POWER FROM THE REPUBLICAN TO THE DEMOCRATICS//SOCIAL SECURITY IN DISABILITY
630,ECONOMY
633,"THE COLOR, RACE"
636,ECONOMY
637,THE ECONOMY
639,THE ISSUE ABOUT THE PRESIDENT
640,THE ECONOMY
643,economy
645,supreme court
646,gay rights & abortions
650,advancement of medicine stem cell research
651,1 economis
654,getting our country back on its feet
655,econmy
657,black deal with obama
658,black president; taxes;
662,war
664,abortio n
665,ecomony
666,being conservative barack Obama is so liberal dont want to go to extreme
670,canditate that would uphold christian values
671,schooling
672,helping people with their jobs sorry that folks are loosing everything
674,economy
676,the eceomony
678,the economic situation//
679,military
680,going in a different direction a change
681,abortion
683,experience mccain definitly has alot more experience then Obama 20 years verses 104 dayss
685,the fear of socialism going towards a more sociailist government
686,ecomics
689,Taxes
691,"I would say, it has to be the economy"
693,Health care
696,"There are so many, the welfare of our country"
698,The economy
700,The economy
702,ECONOMY
703,That a black president is chosen
706,"getting the country back to the people// anything else// we need to get the economy back on track, get the jobs back to the americans // NO"
707,the president\\
709,childcare// health care plans// anything else// NO
711,"the ecomomy, jobs, pay increase, minimum wages, anything that can help my class of people// anything else// education// anything else// NO"
712,\\glad to see a black person\\ anything else\\ never thought I would see a black person become president//
714,getting a president that does what's right for both blacks and white
716,the economy// anything else// security- controlling terriorism// anything else//NO
720,"that we get someone in office that is compassionate,has a relationship with God, and not afraid to stand up for what's right"
722,definition of marriage
727,the economy
729,economy
734,I haven't followed the election
739,the economy
740,"ah, hmmm,abortion"
741,that he said he is going to help/ going to help us with everything// i hope he is not telling a story
743,the economy
744,an afracin american president not just because he is black but because hes is smart and an democrat
747,regelious beliefs of the canadites// not so much their policies
748,the economy of gthe US
750,enconeme
751,heath care and beena fites
754,the eoconimc
756,um god let me think the tax plan // health care// um terrorisim//
758,that we might be at a points in life that a chanage can happens
759,nothing//yes nothing//no
761,the ecinomy and its down full
762,the part brith aboresion
763,who would be best for the cou ntry right now
766,I guess the econimy//no
767,I guess yes we can come together all as one no race no color//no
768,"money,schools,education"
770,Electing Barack Obama
772,Better living situation for everybody
775,obama getting to be president
776,"Unemployment, civil rights for gay and lebisan, gas prices//no"
777,<DK>
778,Vote Democrat
779,taxes
782,The unemployment rate
783,that we make a change
784,The economy
785,Presidenial office & who would win
787,about a new Black president;did not think I'd see it in my lifetime
790,The economy;employment
792,how proud the American people made blacks feel. They grew up & did not cdonsider race in this election.
793,The economy
798,Jobs.//
799,"Having someone that is going to help us get out of this hole we are in - economic, war, and other things."
800,No particular issue.//
801,Energy.//
802,That the president genuinely cares about the country and what happens.
803,Passport regulations.//
805,The War in Iraq.//
806,Presidential election.//
808,s dropped security/
810,"Social Security - I don't want it privatized, and the health insurance for all Americans, which I don't fully understand./The economy and jobs./No.//"
812,the economy
816,someone with intelence and wanted to things right//
819,the economics/
821,getting rid of the conservatives out of washington and indiana/
827,the war
828,the economy
829,the fairness of the election
830,changing lobbist
834,the economy
835,taxes and better schools
836,wanted to see a african american become president
837,That Barack has to back up his change of American that  he's campaigning about.
838,John McCain because of his age
839,jobs
842,health insurance
847,Abortion.//
848,The medical issues and health care.//
850,what the democrat is going to do for the poor people
852,ecology
853,dont know how to say what it is
855,social security and medicare
857,economy what htey plan to do with the economy
858,taxes
859,DON'T HAVE AN OPINION ABOUT ISSUES
861,amout of money they spend
862,religious affliation
863,ecinomy
864,candicacy of barack oboma
866,PROTECTING OUR COUNTRY
867,LABOR
869,CONSERVATIVE POLICIES
872,THE ECONOMY
874,THE ECONOMY
876,ECONOMY
881,coming together in love for the betterment of the country
883,"change//for one bringing the troop home and trying to get ecomony up and going, gas prices to stay down, more stimulus checks (600.00 to bost economy)"
884,"gas prices//they have shot down a extreemly, a lot it was hard to get around to dr aptmens working,basically anything a person desired to do you could not do becasue gas prices to high"
885,"just to know BO won//he is black,he is intelligent and he capabile of the job"
889,the first time in our nation a black man has become the prsident of the united states and leaves me to believe we can accomplish anything we want to accomplish in our life and I hope and pray the country will pull together to put this man in the white hou
890,"doing something about the economy//we need to find jobs, do something about healthcare,//that is all"
892,"money issue, the economy//economy and the jobs// the housing market in general//that is it"
893,"the war//I think the war should be called off, it has gone on too long, young people have lost their lives"
894,creating and saving jobs for the american citizens
895,"health insurance//well, we need more health insurance becasue people cannot afford it, if you get sick you cannot hardly go to hosptial or to see a doctor, you do not have enough health insurance to pay for it// that is about it"
898,B.Obama and change.
900,creation of jobs//for all people that want to work and job security for those who have jobs. My exp. as a teacher in Louisiana my job has been uneffected but in Dallas Area teachers were laid off becasue of inf. budget.
901,everbody would be truthfull about who they would vote for president of the United States//and that we would pick the person who we would think will do the job to the best of their ability// that is all
902,"the economy--it has an effect on me and my family,and my feeling is that if the economy is bad we have a change of losing our jobs and I do not want that to happen"
907,first black man elected president
908,tax situtation//I rather the gov tax rich than the middle or working class//that is mostly it
911,I donot really know
913,healthcare//I have 4 kids and their health is very important and  so are the elderly//that is it
914,healthcare//need more affordible healthcare for people who have min wage jobs//need to raise min wage//more jobs for american people //protecting our country more than other foreign countries//
917,bo has started doing things right//and that he was selected presidnt
918,the ecomony//it is important to balance the budget//that is it
919,taxes//they should lower the taxes//that is all
921,"the economy//the economy is getting worse, the rich are getting richer and the poorer are getting poorer, the money is getting tight."
922,equal rights for all men and change for the better
926,the economy//we have over spent ourselves because of the war. we need to get the budget back down so everyone can live confortable
930,donot know
931,Obama//he choose to lift the people up
932,the world needs to come together//race //everyone should come together
935,experience
936,economy
937,"raising and lower taxes, i feel i pay more than necessary"
940,get out of war
941,war in iraq
943,"a president that will for change in a race ,improve the economy , proved for jobs."
946,best candidate
948,end the war
950,economy
951,HELP MIDDLE AND LOWER CLASS PEOPLE
953,who the president was
954,foeign policy
955,"outcome of voting, picking of a president"
957,tax situation
958,military
959,who is going to be president
961,national security
964,economy
965,health care/just this/
968,"none,/n"
969,economy
973,taxes
975,war on terror
976,not having sarah palin elected
979,a grasp of financial economy
983,economy
985,a fresh outlook and the demeanor of the candidtates...Barack offered a choice in calmness and confidence that i felt very comfortable with//
986,"there were so many of them, the most important issue...............I guess the economy"
990,"safety, the two most important issues are safety and economics"
991,economyg
993,//get a president whos going to getus out of there//no
998,not having Mc Cain
999,nothing
1000,if obama is gonna win
1001,that obama wins
1003,that obama wins
1006,the economy
1008,change
1009,who's going to be president
1011,"fairness I just wanted everything to be fair instead of this crooked slamming, we need fair information"
1012,economy
1013,barack winning the election
1015,that obama win the race
1017,economy
1020,democrats/obama winning
1022,economy
1023,abortion
1025,health
1026,lokking out for the homeless
1027,economt
1029,someone to serve our country well
1030,to get someone to make a change
1031,<DK>
1032,world events
1034,<RF>
1036,troops coming home
1037,health
1038,economy
1040,that the elected president is going to do every thing he said he was going to do
1041,demo in the house
1045,to see ablack man in office
1048,Ending the war.
1050,Presidents.
1051,Economy
1052,Equility.
1053,the change x in the governmant
1055,Jobs.
1056,Truth
1058,The Economy.
1060,Economics.
1061,That a black man has become president.
1064,The budget difficit.
1069,racism.
1070,Economy.
1073,Obortion.
1074,economy.
1075,changing the government
1076,That obama et elected
1077,making sure the correct president gets in and he did
1079,health care
1080,the proposal 2
1084,taxes
1085,the jobs/economy
1089,economy
1090,THE ECONOMY
1093,the economy
1094,having a democrat in office
1095,the war
1097,a moral standing in the world
1098,size of government
1101,conservation
1102,getting a Democrat in office
1104,health care
1105,economics -- we need more jobs
1106,ending the war in Iraq
1107,equal rights for gay and lesbian people
1108,economy
1109,pro-life
1113,the economy
1115,making more jobs
1116,the economy
1119,economy
1120,taxes
1122,obamas background
1123,the economy
1124,don't know of any
1128,the rights of abortion being legal
1131,the war //in Iraq
1132,abortion rights
1133,economy
1136,the economy
1137,getting the economy back right
1138,the security of Barack Obama
1141,health care
1142,The person that was running//A change that they represent that makes you have a better outlook-hope for our country
1143,PRESIDENT
1144,change for the nation
1147,economy
1148,economy
1149,The President
1150,Education
1152,welfare
1155,Obama winning
1156,Social Security//A raise for our senior citizens
1157,That we had a Black candidate running for President
1158,people that were running
1162,oil field
1163,economy
1165,having a democrate
1166,moral beliefs
1167,choosing the right person for president
1168,morial issues
1169,gun control
1170,history
1171,president
1172,Healthcasre
1173,<DK>
1174,liberal
1177,economy
1178,president
1180,economy
1181,<DK>
1182,better president
1185,that Obama was black and less experienced
1186,economy
1189,the war
1191,global relations
1192,jobs
1193,the guns
1194,women's rights
1195,unfairness in the media
1196,that he is going to spread the wealth around
1197,"primary concern was the Republican stance, prefer Democratic view"
1198,being fair
1199,the economy
1207,economy
1208,jobs
1209,democratic president
1210,economy
1213,change
1216,economy
1217,disability and ada rights
1218,that the democrats win
1221,economy
1223,<DK>
1225,the candidate she was connected to
1227,getting the economy back on track.//no
1231,the election itself//to see who is elected//wanted john mccain to win//no
1233,economy-hoping the bailout would eventually start working to improve our economy.//no
1234,change-give government a facelift-new faces in positions/fresh ideas would bring solutions to problems we face./no
1237,fixing the overall stste of the union
1238,minimumize big goverment
1239,the economy
1242,not having sarah palin as vice presidnet
1243,economy
1244,economy
1245,taxes
1247,foreign policies
1248,do not have a most important
1252,what they're going to do with our troops in the military
1254,//i don't know//i'd say our gas prices//no
1255,experience
1256,immigration
1257,abortion issues
1259,the economy
1261,hte economy
1262,//the abortion issue//no
1264,economy
1265,gun control
1266,moral issues
1269,economy
1271,changing the taxation situation
1272,the abortion issue
1274,the presidency
1275,the economy
1276,farm program
1277,abortion
1279,//economy//no
1281,abortion
1282,abortion
1284,the selection of a cabinet
1285,the economy
1286,energy
1288,the shrinking middle class//no
1289,the economy
1293,the economy
1294,the economy
1298,changes in the government
1300,the war//the economy//unemployment//no
1301,the war
1302,I think the economy//
1305,national security
1307,issues
1308,"about the war//brining troops home?//increasing jobs.lowering taxes, and big one fuel.no"
1310,foreign relations
1311,the economy
1312,"""change""//"
1313,"""help out the middle class""//"
1315,"""taxes""//"
1316,"""the war in iraq""//"
1318,THE FUTURE OF OUR COUNTRY
1319,"""relying on oil from other countries""//"
1321,"""getting a better leader""//"
1324,"""health care""//"
1327,"""change""//"
1328,"""the economy""//"
1329,THE ECONOMY
1332,THE WAR
1334,"""the war and the economy""//"
1335,"""abortion""//"
1336,"""electing a black person and that america elected a black//"
1338,"""environment//'"
1339,"""jobs//"""
1344,"""economy//"""
1345,"""that we have a black president//"""
1346,THE ECONOMY
1347,"""veteran//"""
1352,HEALTH
1353,"""bringing troops home//"""
1354,THE ECONOMY
1355,<DK>
1358,"""change//"""
1359,"""didn't like either candidate//taxes//"
1360,"""power of fed govt//"""
1362,"""economy//"""
1363,HEALTH CARE
1364,"""have someone that is not so close minded. Barack will listen and come up with new ideas and common sense solution. We can have a new start.//"""
1365,"""helping the middle class""//"
1367,"""having a black president""//"
1370,"""economy//"""
1373,TAXES
1375,"""health care//"""
1377,that obama wins//that he keeps his word of things i did hear him say//that he retain his hoinesty towards the people and stuff//that he be a very good president. he is the firsrt mixed president and sets a good example for others to follow//no
1381,health insurance//no
1383,change//no
1384,nothing//no
1385,getting the economy out of debt//more jobs//no
1387,<DK>
1388,"the war on terror we need to stay in there, if we have to retreat it would be terrible//no"
1392,i have really been concerned that there has been less and less concern of the erosion of our rights and the understanding of our constitution// it is very very important to me about the erosion of our religious freedoms and the value of human life//from p
1393,gun rights//right to bear arms
1395,the most important to me is the uplifting the middle class//health insurance for the masses//no
1398,the economy //foreign affairs//no
1399,curbing federal spending//no
1401,the war in Iraq-
1406,terrorism//the fight against terrorism//no
1407,Terrorism/abortion
1408,econmoy
1411,the economy
1412,"IMMIGTRATION, VERY CONCERN ABOUT WAR IN IRAQ,"
1414,reforming the injustice of financial distribution of income
1415,TAX CUT BACKS
1416,integrity in goverment
1417,"I don't have an important issue. Its nice to hear a black person got elected , but it does not mean he going to solve human problems no"
1419,"very much, school education, unemployment"
1420,SPEECH//JOBS//VOTES//ONE IS GOOD OR NOT GOOD//
1423,change the way of life
1424,"I QUESS THE ECONOMY AND THE REPUBLICANS INABILITY TO IDENTIFY PROBLEMS AND RESOLVE PROBLEMS,"
1427,I VOTED FOR A BLACK MAN TO BE PRESIDENT
1428,"SHE IS TIRED AND NOT FOCUSING, DOES NOT KNOW"
1431,taxes
1433,economy
1435,the war
1437,abortion
1438,economy
1440,economy
1442,don't think a black person should be president because the country is not ready and I think he will be assinated which is awful
1444,enviroment
1445,ethics
1446,economics
1447,taxes
1448,economy
1453,economy
1454,not raise taxes
1456,economyb
1459,the economy
1460,people need a change so they can make enough money to live
1461,the economy
1462,gun control
1463,changes
1464,neutural
1465,health care
1467,solving the us problems who is going to do the best job//no
1468,because obama is black
1471,the economy
1472,//the economy
1473,Straightening out the economy stop giving out money to the banks give it to us and we can straighten it out ourselves
1474,helping the middle class//financially
1475,the fact that they are pushing Barack Obama because he is black not as an individual//no
1476,economic policy and the bailout
1477,our financial future and preservation of our rights and freedom
1478,change for america
1479,taxes and tax credits for the working poor
1481,the economy //
1482,the economy
1483,the economy//taxes//no
1486,voting out all the incumbents very important to change
1487,jobs to have jobs
1491,america is in danger of becoming a socialist country//no
1492,health insurance
1493,economy
1496,economy
1497,economic stability
1498,the economy
1499,no issue
1500,health care//no
1502,i don't know...i have to say idon't know
1503,"the economy, budget/money"
1504,taxes
1505,lowering taxes
1506,the economy
1507,the economic situation
1508,giving a black man the opportunity to be an equal
1510,war
1511,economy
1512,"financial situation, the job opportunity in the future."
1513,"income tax and social security benefits, special medical insurance."
1514,""" ECONOMIC SITUATION SHOULD BE CHANGED, WHO IS ABLE TO CHANGE IT//WHO IS ABLE TO MAKE THE NATION SAFER  AND BRING DOWN THE DEFICIT//NO"""
1515,education
1517,economy
1518,honesty of the candidate
1520,the economy
1521,the economy
1522,wall street problem
1523,a change in the way our govt handles everything
1524,change
1525,the taxes remaining the same for the poor/minorities
1526,the military
1527,the economy
1528,economy
1529,economy
1532,health care
1533,big government or taxation
1535,economy
1540,just hopes that they straighten out the economy - make it better
1544,the economy
1546,the economy
1547,the economy
1548,unemployment
1550,"making the middle class, bringing it back; taxing who should be taxed"
1551,trying to get people from working poor to at least middle class
1552,economy
1554,economy
1556,decision making
1557,the economy
1558,"which election, national or Ohio//in Ohio it's been the gambling or Casino issue//no"
1559,probably abortion//taxes//rights in general//no
1560,the age of Mr. McCain
1561,jobs
1562,the abortion issue//no
1563,economy
1565,economy
1567,the change that's needed in the economy
1568,"jobs, there have too many of them lost"
1569,"doesn't know, doesn't think she really had one//no"
1570,taxes
1572,gun control
1573,the economy
1574,guess who's going to become president
1576,to unite Americans
1577,Obama's credibility
1578,the financial issues
1580,economy
1581,econmy
1582,jobs
1583,the war
1584,terroism
1586,i want to see a woman in presidency
1587,taxes
1588,the econmy
1589,economy
1590,jobs employment
1591,health
1592,economy
1593,economy
1595,immigration
1596,rising tide of socialism
1598,building of schools
1599,abortion
1600,econmy
1601,economy
1602,economy
1603,economy
1605,economy
1606,economy
1607,change
1609,economy
1610,health care
1612,economy
1614,the presidential race
1615,what they are going to do for the poor and middle class
1617,jobs and trying to get out of this recession we are in// anything else// healthcare// NO
1618,the economy
1619,the economy
1621,that the new president is black
1623,the fact that somebody can come in here and change a few things around so i can get a better deal
1624,the economy
1625,TRYING TO STRAIGHTEN OUT THE DEFICITS IN THE U.S.
1626,i really didn't have one
1627,the direction of this country
1628,helping the low  or general people
1629,that we get somebody in there to take Bush's place
1630,health care
1632,obama won
1633,EQUAL OPPORTUNITY FOR ALL
1634,the changing// anything else// the better man won the job// anything else//NO
1636,someone that is going to help us// anything else// give us a new hope
1637,making change
1638,the economy
1640,health care//
1641,the war
1642,GETTING OUT OF THE WAR THAT IS POINTLESS//CAN'T FIGHT AN IDEAL BUT CAN FIGHT A PERSON//NO
1644,the economy//
1645,the economny
1647,individual freedom
1648,the point on international relations//no
1649,the military conflicts all over the world
1651,"change//change in jobs, better living for people in general, fair for all"
1652,I think to see the war end
1653,the economy// how much it sucks
1654,hope//no
1655,that the democratic party wins and that they win most of the seats in the house//
1656,stop the abortions/if I could only pick one//save lives
1657,the economy//not raising taxes anymore//
1658,economy//disparity of wealth// where we are heading//you see your retirement money going down the drain//in my case all of sudden I have to work longer because of the events that I have no control over
1659,abortion rights- choice//
1660,probably the war//making sure we complete it in the right way- send out the right message
1662,the economy//getting it back on track
1664,the economy// how to make it better// getting people to work//getting housing back up and running//
1666,the economy
1668,economy
1670,the economy
1672,who was going to be president?
1673,the economy
1674,getting someone in who is truly conservative
1675,the economy
1676,the economy
1677,electing the president// black versus white//because it was a draining year sorting out all my feelings// it took me a long time to decide//Huxtibles and the Obamas// I just would not want just any Black in there
1678,Economy
1679,don't really care.
1680,The economy
1681,the health insurance.
1682,economy
1683,"change, getting the good old boys out of office//i was glad to see a black american (obama)get the job, actually//that's basically what america is about, the people who came here to make it, i mean it's like a melting pot, he's a mix of many races, he rel"
1685,Price of gas.
1686,helping the economy
1687,keeping our jobs in the US
1688,"the medical insurance//obama said he would give us the same rates withthe same coverage and mccain said he would raise the rates and have less coverage, insurance comes out of my check"
1689,economy
1690,health care
1691,abortion
1694,health insurance
1696,economy
1697,economy
1698,issues too evasive
1700,the economy
1701,loss of our freedoms
1702,who was going to be president
1703,WHO COULD GET THE JOB DONE PROPERLY//WORK WITH CONGRESS//
1704,medical
1705,CHANGE//
1706,EDUCATION//
1707,EQUAILTY//
1708,ECONOMY//
1709,1
1710,ECONOMY//
1711,healthcare
1713,having a black president
1714,taxes// anything else// gas; prices of gas// anything else// abortion// anything else// NO
1716,the economy// anything else// how we spend govt spending// NO
1717,the economy// anything else// that oversees everything right now// NO
1718,medical insurance//health care and education// anything else// NO
1719,the economy// anything else// NO
1720,about medical and stuff// anything else// money// NO
1725,Immigration issues such as separation of families if the President doesn't give amnesty to people here already.//no
1726,The economy.
1727,education// anything else// and the economy// NO
1729,The economy and the fact that we're in recession which has been covered up by the government.  It was a crucial subject which helped the democrats win the election.
1730,"economy// anything else/// yes the economy and the finicial situations about mortgages, and immigrants// anything else// NO"
1731,the economy// anything else// foreign policy// anything else//NO
1732,welfare issue// abortion issue// anything else// NO
1733,getting a black president// anything else// Nope
1734,economy
1735,economy
1736,morals of the country
1737,taxation
1738,the wars
1739,health care
1740,health care
1741,economy
1742,medical care
1743,economy
1744,the economy
1746,economy
1747,economy
1748,no preference
1750,"Make change for all,"
1751,taxes
1752,abortion issue
1753,<DK>
1754,aboration
1755,economy
1758,ecomony
1760,getting a Pres. who was going to make a difference.
1761,1 health care
1762,Jobs
1763,economy
1764,<DK>
1765,jobs // economy //no
1766,ecomony
1768,TO get the right one in.
1771,"beliefs, religion."
1772,"taxes, health care, ecomeny,"
1774,job security
1775,ecomony
1777,ecomony
1778,and taxes
1779,"ecomomy, and the war to."
1780,thee economy
1781,I don't know
1782,the war in iraq
1783,what they are doing about the military
1785,well personally because we have come a long way and i think that now we can feel good about ourselves i think that now change has come.
1786,the economy
1787,who was going to win the presidency
1788,health care
1789,the campaian
1790,the economy
