caseID,verbatim
411,retribution for foreign policy discrepency//no
414,"I think they were trying to frighten the US, show power//no"
431,"they were trying to make a point, trying to get to heaven//did they try to destroy anything?  Any evidence or trail of something not being found somewhere else, information backup systems in the country are unbelieveable"
433,"to show that they ain't playing no games, must have done something bad for them to attack us like that, they must have been really furious, I dk what they wanted to prove//"
436,to wipe out our country//just to wipe us out
440,"just to show that they can actually do it, that it's not hard to do it//"
442,it was just a bad thing.  they didnt try to do anything reasonable by killing all those people.
443,weaken our government?//make us afraid//
444,dk//just trying ...dk/
446,Cause chaos in the strongest biggest democratic country in the world//
451,destroy the hope of americans today//no
476,they were trying to destroy this country.//no
491,don't know
497,i don't know//who knows the true story behind that
504,SEND A MESSAGE THAT HTEY CAN DO WHATEVER THEY WANT TO DO.  SENT TO us
511,does not know
512,TO BE KNOWN OR TO BE HEARD//REVENGE//NO
522,"MAKE A STATEMENT TO THE US GOVERMENT THAT THEY COULD KILL US ALL WHENEVER THEY WANT TO// FOR A GOVMT THAT IS SUPPOSED TO BE SO POWERFUL, THEY CANNOT EVEN PROTECT THEIR CITIZENS// THAT THE US IS ALWAYS VULNERABLE//STOP"
525,JUST TO KILL AND DESTROY AND MAYBE TAKE OVER// THEY SURE HATE US//STOP
531,i have thiught about that. Just to prove that they can do that.
535,wake up america.
536,"trying to invade america, trying to scare us."
537,<RF>
541,they was tring toshow us the they could get to us //no
546,i realy don't know what they was triing to accompish
552,"to show how easy it is to get to us, shows we need to up our security."
558,to show americans that they can do harm to us at anytime/no
563,"i dont even now,pass on this"
576,well i think the was trin to make faer  galde by there relegon
580,i dont know what they were trying to prove but what they did was wrong
584,I dont know//
598,kill a bunch of people// na
609,just to terrorize// make us afraid// threaten our sercurity// na
637,"THEY WANTED TO SHOW THAT THEY COULD DO IT, BRAKE THE MITH THAT THEY COULD NOT DO IT, THEY DEMONSTRATED THAT THEY COULD DO IT// AND THAT WE ARE VULNERABLE//STOP"
649,try to scare us by attacking two of our most powerful places
650,"strike fear in weatern way of life, mess up financial, cripple the west"
666,they pretty much wnated to be noticed as a force to be reconed with attack on americanism
670,scare us and retailiate
679,//s
685,just trying to kill americans and hurt the american economy//
688,Trying to make their opinions known///trying to assert power in the United States//that good
696,"To undermind the confidence of the American people, to define the principal of ""terrorits"" to start with."
699,"Bring the United States to our knees, destroy our beliefs"
706,"exactly what they did; trying to make everyone afriad; I personally think that the terriorist were President Bush and Dick Chaney;  by making everyone afraid, that was an inside job// I think that Bush and Chaney lined their pockets very well//"
716,i dont know what they were trying to acomplish
718,basically trying to destroy the way of life we have // anything else//NO
736,<DK>
741,is they wanted to take over and to show us they could do whatever that wanted to us and if they killed us they would go to heaven
746,to let amercains know that they can be be touched by other countries other than right out war
757,tring to kill as many am as papose // to throww us for aloop // to show the the us is not w/ out vaabullat
805,"Global recognition, overthrow the force of the US military.//"
897,they wanted to kill people they wanted to harm the us citizens
903,I do not know what they were trying to do//start a war//nothing else
917,don't know//best guess// do not know at all
919,to kill a lot of people//nothing else
931,trying to get Bush killed
934,being mean and dont like us as the united states
1025,get back at the us and declare war
1057,"They wanted the U.S. to get out of their country,But sure did get our attention."
1077,"they were out to kill people, x no"
1085,"to distrupt our way of life, and to make us painfully aware that we are vulnarable"
1113,"to close down the government and frighten us into submission; // to humiliate us, lower our prestige in the world"
1296,blow up the towers like they did//terrorize american citizens//no
1329,KILL THEM//SAD//VERY SAD//
1405,no opinion
1417,to kill people in th US // MAYBE THEY WANTED TO GET THE PRESIDENT KILLED
1499,trying to kill people//no
1655,they were trying to prove to their faih that they were being marytrs- they were being brainwashed by radicals that were being funded by the CIA
1656,"economic distruction of the land of satan""  Put a hitch in the stock market//"
1848,"destroy our non-communist;liveer more freely, in our country, they were trying to shut it down//no"
1873,bring down democracy
1902,vengence \\ or maybe what they were promised in heavan so many virgins
1938,inflict pain and terror
2006,evil; hurt the american infrastructure
2068,"desequilibrar el govierno de estados unidos en frente del otros goviernos para demostrar que no son tan fuertes como lo pensaban... demostrar que somos vulnerables. to show the world that the government of the United States is not as strong as it appears to be, to make us loose our balance and to show that we can be vulnerable."
2154,//damage the u.s vengance//
