69, congresswoman from california and the speaker of the house ,1,0,0,0,0,0,0,1,0,0,1,0,0,0
71, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73, i do not know ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74," i m not sure, i don't want to guess ",0,0,0,0,0,0,0,0,0,0,0,1,1,0
75, i have no idea ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
76, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77, congress woman from san francisco and also speaker of the house ,1,0,0,0,0,0,0,1,0,0,1,0,0,0
78, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79, secretary of the senate ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83, Head of House of Rep -  ,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85," majority leader in congress, democrat ",0,0,0,0,0,1,0,0,0,0,1,0,0,0
86, dk//i have no idea ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87, secretary of state ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88, don't remember// supreme court justice ,0,0,0,0,0,0,0,0,0,0,1,1,0,0
89, SECRETARY OF STATE ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90, dk//dk her nor the jobs they have ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92, dk//someone in the senate ,0,0,0,0,0,0,0,0,0,0,1,1,0,0
93, can't recall // senator  ,0,0,0,0,0,0,0,0,0,0,1,1,0,0
94, dk//governor ,0,0,0,0,0,0,0,0,0,0,1,1,0,0
95, no answer// i'm not sure honestly ,0,0,0,0,0,0,0,0,0,0,0,1,1,1
96, house of representative member ,0,0,0,0,0,0,0,1,0,0,0,0,0,0
98, I don't know ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99, speaker of teh house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101, congresswoman ,0,0,0,0,0,0,0,1,0,0,0,0,0,0
103, i don't know ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105, dk//who is she? I dk ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
106, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107, congress ,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108, house of representatives ,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109, she is a /i would say finance/ R really didnt know ,0,0,0,0,0,0,0,0,0,0,1,1,0,1
110, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111, mayor ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
112, democratic ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113, /district of congress/? really didnt know ,0,0,0,0,0,0,0,1,0,0,0,1,0,0
114, R dosent know at all/i really cant even guess or know what to say/ ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
115, R has no no idea//republican-guess// ,0,0,0,0,0,0,0,0,0,0,1,1,0,1
116, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117, R said nothing comes to her mind-cant even guess. ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
118, secretary of something ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
119, R said its on the tip of his tough but cant think of her job. ,0,0,0,0,0,0,0,0,0,0,0,1,0,1
120, haven't heard about her ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
121, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123, i have no idea//i have no clue ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
124, speaker of the house of representatives ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125, house of representatives ,0,0,0,0,0,0,0,1,0,0,0,0,0,0
126, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127, press secty ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
128, no idea ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
129, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
130, senator ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
131, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
132, senate ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
133, don't have any idea ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
134, no guess at all ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
135, no idea ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
137, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
138, not even heard of her ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
139, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
141, speaker of the house. ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
144, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
145, secty of something ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
146, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
147, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
148, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149, no guess  ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
150, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
151, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
152, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
153, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155, senate ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
156, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
157, senator ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
158, speaker of the house - congresswoman ,1,0,0,0,0,0,0,1,0,0,0,0,0,0
160, senentor ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
161, don't know// ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
162, don't know//i don't know ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
163, dont know ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
164, don't know ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
165, don't know//dk ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166, senate ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
167, <RF> ,0,0,0,0,0,0,0,0,0,0,0,0,1,0
168, dk ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
169, dk ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
170, dk  ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
171, dk ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
172, don't know ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
173, canada governor ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
174, treasury or scretary ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175," speaker of the house,democrat ",1,0,0,0,0,0,0,0,0,0,1,0,0,0
176, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
178, don't know//speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,1,0,0
179, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
181, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
182," gavel in her hand, speaker of the house ",1,0,0,0,0,0,0,0,0,0,1,0,0,0
183, isn't she the head of the senate for the democratic party? the democratic leader of the congress? ,0,0,0,0,0,1,1,0,0,0,1,0,0,0
184, i don't even know who that is//i don't know  ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
185," don't know,// house of rep // wait , is she the speaker of the house?  yes i think she is speaker of the house of rep ",1,0,0,0,0,0,0,1,0,0,0,1,0,1
186,  iremember the name nancy but i don't remember what she holds// ,0,0,0,0,0,0,0,0,0,0,0,1,0,1
187, <RF> ,0,0,0,0,0,0,0,0,0,0,0,0,1,0
188, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
189, head person in congres ,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190," i don't know//haven't heard the name, don't know ",0,0,0,0,0,0,0,0,0,0,0,1,0,0
192, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
193, press secretary   ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
194, r said nothing comes to mind. ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
195, governor ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
196, specker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
197, dk ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
198," head of the house of representatives, party leader of the house ",0,0,0,0,1,0,0,0,0,0,1,0,0,0
199, senate ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200, speaker of the House ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201, democratic//dk//democratic office ,0,0,0,0,0,0,0,0,0,0,1,1,0,0
202, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203, i don't know//speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,1,0,0
204, democratic head of the house of senate/speak of the house ,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
206, d/k// ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
207, dk ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
208, dk//dk ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
209, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210, //dk ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
211, shes a 3rd in line for presidentspeaker ,0,0,0,1,0,0,0,0,0,0,1,0,0,0
213, u.s.treasure ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
214, i don't know//don't know ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
215, he can't remember//no ,0,0,0,0,0,0,0,0,0,0,0,1,1,0
216, dont know ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
218, Don't know at all. ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
219," i don't know her//i couldn't tell you, never heard her name ",0,0,0,0,0,0,0,0,0,0,0,1,0,0
220, dk// republican// dk ,0,0,0,0,0,0,0,0,0,0,1,1,0,0
221, dont know ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
222, NO IDEA//NO ,0,0,0,0,0,0,0,0,0,0,0,1,1,0
223," honestly i don't know//first time i've heard her name//nothing, she is probably in govt ",0,0,0,0,0,0,0,0,0,0,1,1,1,1
225, Speaker of the House ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
226, dk//dk ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228, Congress// ,0,0,0,0,0,0,0,1,0,0,0,0,0,0
229, dk// ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
230, house of rep/speaker of the house ,1,0,0,0,0,0,0,1,0,0,0,0,0,0
231, D/K//NO ,0,0,0,0,0,0,0,0,0,0,0,1,1,0
232, SHE IS THE HEAD SENATE// ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
233, house ,0,0,0,0,0,0,0,1,0,0,0,0,0,0
234, speaker ,0,0,0,1,0,0,0,0,0,0,0,0,0,0
236, Speker of the House ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
237, congressman ,0,0,0,0,0,0,0,1,0,0,0,0,0,0
238," i don't know//gosh, who knows, maybe she's a senator, or something, i don't know ",0,0,0,0,0,0,0,0,0,0,1,1,0,1
239, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
240, speaker of the House ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
241, dk// A congress woman ,0,0,0,0,0,0,0,1,0,0,0,1,0,0
242, speaker of thye House ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243, speaker of the hOUSE  ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
245, dK// DK ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
246, Speaker of the House ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
247, HOUSE Speaker ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
248, Speaker of the House ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
249, sPEAKER O hOUSE ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
250, dk//dk ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
252, secretary ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
253, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
254, never heard of her ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
255, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
256, CALIFORNIA SOMETHING ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
257, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
258, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
259, no idea ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
260," IM NOT SURE, WOULDNT EVE N KNOW ",0,0,0,0,0,0,0,0,0,0,0,1,0,0
261, speaker of the hpouse ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
263, I dont' know no guess ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
264, congress ,0,0,0,0,0,0,0,1,0,0,0,0,0,0
265, I DON'T KNOW QAND DONT WANT TO GUESS ,0,0,0,0,0,0,0,0,0,0,0,1,1,0
266, DEMOCRAT ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
267," I'm not soure, cant guess ",0,0,0,0,0,0,0,0,0,0,0,1,0,0
268," asked someone else, said speaker of the house ",1,0,0,0,0,0,0,0,0,0,0,0,0,1
270," representative, speaker, in charge of something ",0,0,0,1,0,0,0,1,0,0,1,0,0,0
271, dont know ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
272, dont know  ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
273, <RF> ,0,0,0,0,0,0,0,0,0,0,0,0,1,0
274, house of representatives ,0,0,0,0,0,0,0,1,0,0,0,0,0,0
275, house of representatives majority leader ,0,0,0,0,1,0,0,0,0,0,0,0,0,0
276, majority leader of the us house of representatives ,0,0,0,0,1,0,0,0,0,0,0,0,0,0
277, senator ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
278, senator ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
279, speaker of the house    from california ,1,0,0,0,0,0,0,0,0,0,1,0,0,0
280, mayor ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
281, in congress ,0,0,0,0,0,0,0,1,0,0,0,0,0,0
282, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
283, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
284, congress woman ,0,0,0,0,0,0,0,1,0,0,0,0,0,0
286, house of representatives ,0,0,0,0,0,0,0,1,0,0,0,0,0,0
287, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
288, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
289, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
291, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
292, something for california  senator ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
293, head of the house of representatives ,0,0,0,0,1,0,0,0,0,0,0,0,0,0
294, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
296, I don't know// House of representative ,0,0,0,0,0,0,0,1,0,0,0,1,0,0
298, I don't know ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
299, i don't know// no ,0,0,0,0,0,0,0,0,0,0,0,1,1,0
300, she has alot of pull house speaker ,1,0,0,0,0,0,0,0,0,0,1,0,0,0
301, I don't know ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
302, head of house of representatives ,0,0,0,0,1,0,0,0,0,0,0,0,0,0
303, I know the name but i don't know ,0,0,0,0,0,0,0,0,0,0,0,1,0,1
304," i all not even sure, no ",0,0,0,0,0,0,0,0,0,0,0,1,1,0
305, I don't know much about her. ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
306, I don't know// I don't know what she does.// no ,0,0,0,0,0,0,0,0,0,0,0,1,1,0
307, I don't know.no ,0,0,0,0,0,0,0,0,0,0,0,1,1,0
308, i don't know her ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
309, I don't know// congress I don't know ,0,0,0,0,0,0,0,1,0,0,0,1,0,0
310," candidate's I can't remember, I saw her on Secretary of state I can't remember ",0,0,0,0,0,0,0,0,0,0,1,1,0,1
311, house speaker ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
313, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
315,  I don't know ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
316, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
317, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
318, I don't know.// no guess ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
320, i am not sure ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
321," i dont know, I don't know ",0,0,0,0,0,0,0,0,0,0,0,1,0,0
323, I don't know I am not really sure ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
324, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
325, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
326, don't know//political office//no ,0,0,0,0,0,0,0,0,0,0,1,1,1,0
327, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
328, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
329, leader of the democratic party ,0,0,0,0,0,0,1,0,0,0,0,0,0,0
330, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
331, don't know//not a clue/no ,0,0,0,0,0,0,0,0,0,0,0,1,1,0
334, california's something state representative//no ,0,0,0,0,0,0,0,1,0,0,1,0,1,0
335, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
337, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
338, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339, senetor from alaska//no ,0,0,0,0,0,0,0,0,0,0,1,0,1,0
340, work for bush//no ,0,0,0,0,0,0,0,0,0,1,0,0,1,0
341, congress women from california and speaker of the house ,1,0,0,0,0,0,0,1,0,0,1,0,0,0
342, represitive of calfirnoa ,0,0,0,0,0,0,0,1,0,0,1,0,0,0
343, Speaker of the House ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
345, leadership of the senate ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
346, Speaker of the House ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
347, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
348," i don't know,//don't have a clue ",0,0,0,0,0,0,0,0,0,0,0,1,0,0
349, speaker ,0,0,0,1,0,0,0,0,0,0,0,0,0,0
350, speaker of ?//something in California//in the senate from California ,0,0,0,1,0,0,0,0,0,0,1,0,0,0
351," no idea, secretary ",0,0,0,0,0,0,0,0,0,0,1,1,0,0
352, //no idea//no ,0,0,0,0,0,0,0,0,0,0,0,1,1,0
353, don't know//no ,0,0,0,0,0,0,0,0,0,0,0,1,1,0
354, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
355, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
356, military personal ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
357, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
358, speaker ,0,0,0,1,0,0,0,0,0,0,0,0,0,0
359, dk//no ,0,0,0,0,0,0,0,0,0,0,0,1,1,0
360, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
361, //don't know ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
362, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
363, don't know//no ,0,0,0,0,0,0,0,0,0,0,0,1,1,0
364, no//on ,0,0,0,0,0,0,0,0,0,0,0,0,1,0
365, democratic leader ,0,0,0,0,0,0,1,0,0,0,0,0,0,0
366, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
367, treasury ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
368, was scandal ,0,0,0,0,0,0,0,0,0,1,0,0,0,0
369, //congress woman ,0,0,0,0,0,0,0,1,0,0,0,0,0,0
370, don't know//us house ,0,0,0,0,0,0,0,1,0,0,0,1,0,0
371, representative ,0,0,0,0,0,0,0,1,0,0,0,0,0,0
373, anchor woman ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
374, don't know ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
375, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
376, undecided ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
377, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
378, head of the house ,0,0,0,0,1,0,0,0,0,0,0,0,0,0
379, state representative ,0,0,0,0,0,0,0,1,0,0,0,0,0,0
380, congress ,0,0,0,0,0,0,0,1,0,0,0,0,0,0
381, senate ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
382, speaker of the house ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
383," ""//"" congress ",0,0,0,0,0,0,0,1,0,0,0,0,0,0
386, congress ,0,0,0,0,0,0,0,1,0,0,0,0,0,0
387, dont know who she is ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
388, no idea ,0,0,0,0,0,0,0,0,0,0,0,1,0,0
