185," dont' know,// maybe a senator ",0,0,0,0,0,1,1,0,0
186," i don't know//governor, idon't know ",0,0,0,0,0,1,1,0,0
187, <RF> ,0,0,0,0,0,0,0,1,0
188, representative ,0,0,0,0,0,1,0,0,0
189, dk ,0,0,0,0,0,0,1,0,0
190," don't know, never even heard the name//i wouldn't know, something in the govt ",0,0,0,0,0,1,1,0,0
192, dk ,0,0,0,0,0,0,1,0,0
193, don't know ,0,0,0,0,0,0,1,0,0
194, being silly-dog catcher(really just couldnt guess.  ,0,0,0,0,0,1,1,0,1
195, supreme courtjudge ,0,0,0,0,0,1,0,0,0
196, dk ,0,0,0,0,0,0,1,0,0
197, politics ,0,0,0,0,0,1,0,0,0
198," don't know//maybe he is a local person, don't know of him on the national level ",0,0,0,0,0,1,1,0,0
199, congress ,0,0,0,0,0,1,0,0,0
200, Supreme Court ,0,0,0,0,0,1,0,0,0
201, republican office//no ,0,0,0,0,0,1,0,1,0
202, dk ,0,0,0,0,0,0,1,0,0
203," no clue//superintendent of schools, mayor of somewhere ",0,0,0,0,0,1,1,0,0
204, dk//congressman ,0,0,0,0,0,1,1,0,0
205, prime minister of england ,1,0,0,0,0,0,0,0,0
206, d/k//no ,0,0,0,0,0,0,1,1,0
207, dk ,0,0,0,0,0,0,1,0,0
208, dk//dk ,0,0,0,0,0,0,1,0,0
209, congressman ,0,0,0,0,0,1,0,0,0
210, dk//dk ,0,0,0,0,0,0,1,0,0
211, dk ,0,0,0,0,0,0,1,0,0
213, dont know ,0,0,0,0,0,0,1,0,0
214, don't know//don't know ,0,0,0,0,0,0,1,0,0
215, d/k// ,0,0,0,0,0,0,1,0,0
216, dont know   ,0,0,0,0,0,0,1,0,0
218, No clue. ,0,0,0,0,0,0,1,0,0
219, i don't know him//congress ,0,0,0,0,0,1,1,0,0
220, dk//dk//No ,0,0,0,0,0,0,1,1,0
221, dont know him ,0,0,0,0,0,0,1,0,0
222, NO IDEA// ,0,0,0,0,0,0,1,0,0
223, honestly i don't know// never heard his name ,0,0,0,0,0,0,1,0,1
225, dk//dk//no ,0,0,0,0,0,0,1,1,0
226, dk//dk ,0,0,0,0,0,0,1,0,0
228, congress d/k// ,0,0,0,0,0,1,1,0,0
229, d/k// ,0,0,0,0,0,0,1,0,0
230, governor ,0,0,0,0,0,1,0,0,0
231, DK//NO ,0,0,0,0,0,0,1,1,0
232, CONGRESMAN ,0,0,0,0,0,1,0,0,0
233, dk ,0,0,0,0,0,0,1,0,0
234, obama selected him as attorney general ,0,0,0,0,0,1,0,0,0
236, Prime Minister of Grat Britian ,1,0,0,0,0,0,0,0,0
237," don't know him,//prob. a congressman ",0,0,0,0,0,1,1,0,0
238," sounds so familiar, don't know, i'm thinking governor, but not sure why, my life is school ",0,0,0,0,0,1,1,0,1
239, dk//dk ,0,0,0,0,0,0,1,0,0
240, Dk//Senator dk//  ,0,0,0,0,0,1,1,0,0
241, dk// camident members ,0,0,0,0,0,1,1,0,0
242, //Economic Advisor ,0,0,0,0,0,1,0,0,0
243, pRIME mINISTER OF eNGLAND ,1,0,0,0,0,0,0,0,0
245, DK// DK ,0,0,0,0,0,0,1,0,0
246, dk//no ,0,0,0,0,0,0,1,1,0
247, Dk/ dk ,0,0,0,0,0,0,1,0,0
248, dk// dk ,0,0,0,0,0,0,1,0,0
249, DK//DK ,0,0,0,0,0,0,1,0,0
250, dk//dk ,0,0,0,0,0,0,1,0,0
252, democrat ,0,0,0,0,0,1,0,0,0
253, dont know ,0,0,0,0,0,0,1,0,0
254, never heard of him ,0,0,0,0,0,0,1,0,0
255, no idea at all ,0,0,0,0,0,0,1,0,0
256, NO IDEA ,0,0,0,0,0,0,1,0,0
257, prime minister of UK ,1,0,0,0,0,0,0,0,0
258," dont know, attorney general for CA ",0,0,0,0,0,1,1,0,0
259, no idea ,0,0,0,0,0,0,1,0,0
260, SECRETARY ,0,0,0,0,0,1,0,0,0
261, house of representatives ,0,0,0,0,0,1,0,0,0
263, no guess i dont knpow thaqt person ,0,0,0,0,0,0,1,0,0
264, senate ,0,0,0,0,0,1,0,0,0
265, I HAVE NO IDEA ,0,0,0,0,0,0,1,0,0
266," NO GUESS, A DEMOCRAT ",0,0,0,0,0,1,1,0,0
267," i dont know, no guess ",0,0,0,0,0,0,1,0,0
268, dont know who he is ,0,0,0,0,0,0,1,0,0
270," i dont know him, no guess ",0,0,0,0,0,0,1,0,0
271, i dont know ,0,0,0,0,0,0,1,0,0
272, dont know ,0,0,0,0,0,0,1,0,0
273, dont know ,0,0,0,0,0,0,1,0,0
274, congress ,0,0,0,0,0,1,0,0,0
275, prime minister of england ,1,0,0,0,0,0,0,0,0
276, prime minister of england ,1,0,0,0,0,0,0,0,0
277, prime minister of the UK ,1,0,0,0,0,0,0,0,0
278, mayor ,0,0,0,0,0,1,0,0,0
279, pm of great britain ,1,0,0,0,0,0,0,0,0
280, congressman ,0,0,0,0,0,1,0,0,0
281, i never heard of his name  financial advisor ,0,0,0,0,0,1,1,0,0
282, never heard of him senator ,0,0,0,0,0,1,1,0,0
283, washington politician ,0,0,0,0,0,1,0,0,0
284, treasury ,0,0,0,0,0,1,0,0,0
286, congress ,0,0,0,0,0,1,0,0,0
287, prime minister of the united kingdom ,1,0,0,0,0,0,0,0,0
288, senator maybe ,0,0,0,0,0,1,0,0,0
289, prime minister of the UK ,1,0,0,0,0,0,0,0,0
291, financial consultant ,0,0,0,0,0,1,0,0,0
292, governor ,0,0,0,0,0,1,0,0,0
293, english prime minister ,1,0,0,0,0,0,0,0,0
294, congress ,0,0,0,0,0,1,0,0,0
296, I don't know// no ,0,0,0,0,0,0,1,1,0
298, i don't know ,0,0,0,0,0,0,1,0,0
299, I don't know// no ,0,0,0,0,0,0,1,1,0
300, I don't know much about him ,0,0,0,0,0,0,1,0,0
301, i don't know him ,0,0,0,0,0,0,1,0,0
302, I don't know ,0,0,0,0,0,0,1,0,0
303, i have no idea who that is ,0,0,0,0,0,0,1,0,0
304," I don't know, no guess ",0,0,0,0,0,0,1,0,0
305, I don't know him ,0,0,0,0,0,0,1,0,0
306, I don't know ,0,0,0,0,0,0,1,0,0
307, idon't know// no ,0,0,0,0,0,0,1,1,0
308, I don't know him ,0,0,0,0,0,0,1,0,0
309," I don't have an idea, never heard of him ",0,0,0,0,0,0,1,0,0
310," I don't know, I haven't heard of him ",0,0,0,0,0,0,1,0,0
311,  I don't know who it is // somebody in the house of representatives ,0,0,0,0,0,1,1,0,0
313, i don't know ,0,0,0,0,0,0,1,0,0
315, i don't know ,0,0,0,0,0,0,1,0,0
316, no clue ,0,0,0,0,0,0,1,0,0
317, don't know// never heard of him probably a representative ,0,0,0,0,0,1,1,0,0
318, I have never heard of him ,0,0,0,0,0,0,1,0,0
320, i don't know ,0,0,0,0,0,0,1,0,0
321, I don't know// i don't know ,0,0,0,0,0,0,1,0,0
323, senator ,0,0,0,0,0,1,0,0,0
324, no idea//no/no ,0,0,0,0,0,0,1,1,0
325, don't know//don't know//no ,0,0,0,0,0,0,1,1,0
326, don't know//democrat political ,0,0,0,0,0,1,1,0,0
327, don't know//no clue ,0,0,0,0,0,0,1,0,0
328, don't know//no ,0,0,0,0,0,0,1,1,0
329, don't know//i idea whatsoever ,0,0,0,0,0,0,1,0,0
330, don't know//prime minister of england ,1,0,0,0,0,0,1,0,0
331, no idea//none what so ever//no ,0,0,0,0,0,0,1,1,0
333, no idea//no ,0,0,0,0,0,0,1,1,0
334, do idea//no ,0,0,0,0,0,0,1,1,0
335, no idea//no ,0,0,0,0,0,0,1,1,0
336, don't know//cheif of staff//no ,0,0,0,0,0,1,1,1,0
337,      don't know//no ,0,0,0,0,0,0,1,1,0
338, prime minister of labor party//england ,1,1,0,0,0,0,0,0,0
339, mayor somewhere//no ,0,0,0,0,0,1,0,1,0
340, don't know//no ,0,0,0,0,0,0,1,1,0
341, don't know//minority leader//no ,0,0,0,0,0,1,1,1,0
342, //no ,0,0,0,0,0,0,0,1,0
343, Prime Minister of Grrat Britain ,1,0,0,0,0,0,0,0,0
344, prime minister of england ,1,0,0,0,0,0,0,0,0
345, barack obama's advisor ,0,0,0,0,0,1,0,0,0
346, Prime Minister of England ,1,0,0,0,0,0,0,0,0
347, prime minister of england ,1,0,0,0,0,0,0,0,0
348," don't know,//don't have one, i don't guess ",0,0,0,0,0,0,1,1,0
349, congress something ,0,0,0,0,0,1,0,0,0
350, don't know//never heard that name//no ,0,0,0,0,0,0,1,1,0
351, democrat ,0,0,0,0,0,1,0,0,0
352, //no//no ,0,0,0,0,0,0,0,1,0
353, don't know//  no ,0,0,0,0,0,0,1,1,0
354, //spokes person for white house ,0,0,0,0,0,1,0,0,0
355, don't know//no ,0,0,0,0,0,0,1,1,0
356, undecided ,0,0,0,0,0,0,1,0,0
357, dk//no ,0,0,0,0,0,0,1,1,0
358, //justice ,0,0,0,0,0,1,0,0,0
359, dk//no ,0,0,0,0,0,0,1,1,0
360, dk//can't answer//no ,0,0,0,0,0,0,1,1,0
361, dk//no ,0,0,0,0,0,0,1,1,0
362, //no ,0,0,0,0,0,0,0,1,0
363, don't know//no ,0,0,0,0,0,0,1,1,0
364, //no ,0,0,0,0,0,0,0,1,0
365, //no ,0,0,0,0,0,0,0,1,0
366, dk//no ,0,0,0,0,0,0,1,1,0
367, undecided ,0,0,0,0,0,0,1,0,0
368, no//don't know ,0,0,0,0,0,0,1,1,0
369, senator ,0,0,0,0,0,1,0,0,0
370, senate ,0,0,0,0,0,1,0,0,0
371, undecided ,0,0,0,0,0,0,1,0,0
373, commerce ,0,0,0,0,0,1,0,0,0
374, have no idea ,0,0,0,0,0,0,1,0,0
375, in charge of hud ,0,0,0,0,0,1,0,0,0
376, undecided ,0,0,0,0,0,0,1,0,0
377, rep.  public affairs ,0,0,0,0,0,1,0,0,0
378," can""t recall ",0,0,0,0,0,0,1,0,0
379, senate ,0,0,0,0,0,1,0,0,0
380, senate ,0,0,0,0,0,1,0,0,0
381, cabnet ,0,0,0,0,0,1,0,0,0
382," ""//"" dept of education ",0,0,0,0,0,1,0,0,0
383," ""//"" guess congress ",0,0,0,0,0,1,0,0,1
386, undecided ,0,0,0,0,0,0,1,0,0
387, i dont know ,0,0,0,0,0,0,1,0,0
388, no idea ,0,0,0,0,0,0,1,0,0
389, representive ,0,0,0,0,0,1,0,0,0
390, couldnt tell you ,0,0,0,0,0,0,1,0,0
391," ""//"" I don't know ",0,0,0,0,0,0,1,0,0
392, senator ,0,0,0,0,0,1,0,0,0
393, senator ,0,0,0,0,0,1,0,0,0
394, congressman ,0,0,0,0,0,1,0,0,0
395, prime minister of Britian ,1,0,0,0,0,0,0,0,0
396, undecided ,0,0,0,0,0,0,1,0,0
398, //no//no ,0,0,0,0,0,0,0,1,0
399, //no ,0,0,0,0,0,0,0,1,0
400, dk//no ,0,0,0,0,0,0,1,1,0
401, //no ,0,0,0,0,0,0,0,1,0
402, //no ,0,0,0,0,0,0,0,1,0
403, don't know ,0,0,0,0,0,0,1,0,0
404, //don't know//no ,0,0,0,0,0,0,1,1,0
405, //don't know//no ,0,0,0,0,0,0,1,1,0
406, prime minister of england ,1,0,0,0,0,0,0,0,0
407, //neverheard//no ,0,0,0,0,0,0,1,1,0
408, education ,0,0,0,0,0,1,0,0,0
409, prime minister of britain ,1,0,0,0,0,0,0,0,0
410, don't know//no ,0,0,0,0,0,0,1,1,0
411, //no ,0,0,0,0,0,0,0,1,0
412, //no ,0,0,0,0,0,0,0,1,0
413, dk//dk ,0,0,0,0,0,0,1,0,0
414, dk ,0,0,0,0,0,0,1,0,0
415, dk//congress? ,0,0,0,0,0,1,1,0,0
416, dk--never heard the name ,0,0,0,0,0,0,1,0,0
417, dk ,0,0,0,0,0,0,1,0,0
418, dk//senator ,0,0,0,0,0,1,1,0,0
420, dk//dk name ,0,0,0,0,0,0,1,0,0
421, dk//dk ,0,0,0,0,0,0,1,0,0
422, I'LL SAY A BUM ,0,0,0,0,0,1,0,0,1
423, dk//dk ,0,0,0,0,0,0,1,0,0
424," English, isn't he?  Prime minister (prompted by husband) ",0,0,1,0,0,1,0,0,1
425, dk//treasury? ,0,0,0,0,0,1,1,0,0
426," treasury, secretary of hte treasury ",0,0,0,0,0,1,0,0,0
427, dk//dk ,0,0,0,0,0,0,1,0,0
428, dk//dk ,0,0,0,0,0,0,1,0,0
429, dk// ,0,0,0,0,0,0,1,0,0
430," dk, never heard of him ",0,0,0,0,0,0,1,0,0
431," england, tony blair's position Prime minister? ",0,0,1,0,0,1,0,0,0
432," federal office, no idea ",0,0,0,0,0,1,1,0,0
433, trying to run for district senate? ,0,0,0,0,1,0,0,0,0
434, congressman ,0,0,0,0,0,1,0,0,0
435, dk ,0,0,0,0,0,0,1,0,0
436, supreme court judge ,0,0,0,0,0,1,0,0,0
437, governor?  DK ,0,0,0,0,0,1,1,0,0
438, dk ,0,0,0,0,0,0,1,0,0
439, dk//somebody fro city council? ,0,0,0,0,0,1,1,0,0
440, dk//never heard of him ,0,0,0,0,0,0,1,0,0
441, dk// ,0,0,0,0,0,0,1,0,0
442, dont know who he is ,0,0,0,0,0,0,1,0,0
443, dk//dk/ ,0,0,0,0,0,0,1,0,0
444, dk//dk ,0,0,0,0,0,0,1,0,0
446, dk//dk ,0,0,0,0,0,0,1,0,0
447, prime minister of britain ,1,0,0,0,0,0,0,0,0
448, dk//a judge? ,0,0,0,0,0,1,1,0,0
449, dk//treasury person?  DK ,0,0,0,0,0,1,1,0,0
450, dk//dk ,0,0,0,0,0,0,1,0,0
451, respondent does not know ,0,0,0,0,0,0,1,0,0
453, supreme court justice ,0,0,0,0,0,1,0,0,0
454, prime minister of Great Britain ,1,0,0,0,0,0,0,0,0
455, respondent has no idea\\no ,0,0,0,0,0,0,1,1,0
456, respondent has no clue ,0,0,0,0,0,0,1,0,0
457, respondent has no clue ,0,0,0,0,0,0,1,0,0
458, don't know//no ,0,0,0,0,0,0,1,1,0
459, //don't know//no ,0,0,0,0,0,0,1,1,0
460, //don't know//no ,0,0,0,0,0,0,1,1,0
461, don't know. ,0,0,0,0,0,0,1,0,0
462, respondent does not know this answer ,0,0,0,0,0,0,1,0,0
463, respondent does not recogonize this name ,0,0,0,0,0,0,1,0,0
464, don't know//no ,0,0,0,0,0,0,1,1,0
466, senate ,0,0,0,0,0,1,0,0,0
467, //don't know. ,0,0,0,0,0,0,1,0,0
470, //i don't know. ,0,0,0,0,0,0,1,0,0
471, //don't know//no ,0,0,0,0,0,0,1,1,0
472, //never heard of him. ,0,0,0,0,0,0,1,0,0
473," //don't remember, don't know. ",0,0,0,0,0,0,1,0,0
475, //cabinet member//no ,0,0,0,0,0,1,0,1,0
476, //don't know him at all// ,0,0,0,0,0,0,1,0,0
477, //he handles the finances ,0,0,0,0,1,0,0,0,0
478, //senator ,0,0,0,0,0,1,0,0,0
479, money ,0,0,0,0,0,1,0,0,0
480, //i don't know. ,0,0,0,0,0,0,1,0,0
481, house of representatives ,0,0,0,0,0,1,0,0,0
482, democrat ,0,0,0,0,0,1,0,0,0
483, senator ,0,0,0,0,0,1,0,0,0
484, dont know ,0,0,0,0,0,0,1,0,0
485, someone in administration ,0,0,0,0,0,1,0,0,0
487, don't know ,0,0,0,0,0,0,1,0,0
488, senate ,0,0,0,0,0,1,0,0,0
489, don't know ,0,0,0,0,0,0,1,0,0
490, prime minister of england ,1,0,0,0,0,0,0,0,0
491, don't know ,0,0,0,0,0,0,1,0,0
492, don't know ,0,0,0,0,0,0,1,0,0
493, don't know him ,0,0,0,0,0,0,1,0,0
494, never heard of him ,0,0,0,0,0,0,1,0,0
495, mayor of something//blind man from NY??//black??  just took office because his predecessor did some kind of crime//no ,0,0,0,0,1,1,0,1,0
496, political office - R does not know ,0,0,0,0,0,1,1,0,0
497, will have to come back to this one//no ,0,0,0,0,0,0,0,1,0
498, mayor?? ,0,0,0,0,0,1,0,0,0
499,  DOES NOT RECOGNIZE EVEN AFTER PROBING  ,0,0,0,0,0,0,1,0,0
500,  R doesn't know. ,0,0,0,0,0,0,1,0,0
501, REPUBLICAN???? ,0,0,0,0,0,1,0,0,0
502, doesn't know anything about him.  she is not familiar with him ,0,0,0,0,0,0,1,0,0
503, secretary of defense ,0,0,0,0,0,1,0,0,0
504, R does not know - even after probing ,0,0,0,0,0,0,1,0,0
505, DOESN'T KNOW HIM//CITY COUNCIL PERSON ,0,0,0,0,0,1,1,0,0
506, democrat//doesn't know after probing ,0,0,0,0,0,1,1,0,0
508, does not know who he is// is he in government// Dk even after probe ,0,0,0,0,0,1,1,0,0
509, democrat party//no ,0,0,0,0,0,1,0,1,0
510, city council?? ,0,0,0,0,0,1,0,0,0
511,  does not know even after probing ,0,0,0,0,0,0,1,0,0
512, never heard of him//DC senator ,0,0,0,0,0,1,1,0,0
513, never heard his name//i don't know//no ,0,0,0,0,0,0,1,1,0
514, doesn't have a clue//doesn't even recognize the name//no ,0,0,0,0,0,0,1,1,0
515, DON'T KNOW WHO HE IS//DON'T KNOW WHO HE IS ,0,0,0,0,0,0,1,0,0
516," NO IDEA//OWNS ALOCAL MCDONALD'S//NEVER HEARD THE NAME//I DON'T KNOW, NO IDEA WHAT POLITICAL OFFICE HE HOLDS//STOP ",0,0,0,0,0,1,1,1,0
517, REPRESENTATIVE ,0,0,0,0,0,1,0,0,0
518, DON'T KNOW WHO HE IS//SECRETARY OF DEFENSE ,0,0,0,0,0,1,1,0,0
519," DON'T KNOW//NEVER HEARD OF HIM, EVER//CONGRESS ",0,0,0,0,0,1,1,0,0
520, HOUSE REPRESENTATIVE ,0,0,0,0,0,1,0,0,0
521, DON'T KNOW// DON'T KNOW WHO HE IS ,0,0,0,0,0,0,1,0,0
522, I DON'T KNOW// SECRETARY ,0,0,0,0,0,1,1,0,0
523," NO IDEA//NO IDEA// CONGRESSMAN, I DON'T KNOW ",0,0,0,0,0,1,1,0,0
524, I DON'T KNOW// I REALLY HAVE NO IDEA//STOP ,0,0,0,0,0,0,1,1,0
525, HE IS IN CONGRESS OR SOME PLACE BUT I DON'T KNOW ,0,0,0,0,0,1,1,0,0
